,Unnamed: 0,Year,Month,Year_Month,Geographic Location,Location,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M
382,382,2021,March,2021-03,Narromine,Narromine,-32.233,148.233,0,0.1987,0.3633,['Highest quality'],0.888671875,149.0546875,66.828125,0.3515625,2.1953125,182.796875,-0.55,0.367,,-0.95,322.9921875
383,383,2021,April,2021-04,Narromine,Narromine,-32.233,148.233,0,0.2148,0.4003,['Highest quality'],0.91015625,107.375,74.9921875,0.462890625,0.046875,3,-0.42,0.325,,0.87,268.6953125
384,384,2019,January,2019-01,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.2068,0.327,['Lower quality'],1.811523438,241.3515625,45.859375,0.072265625,1.1328125,49.3984375,0.36,0.452,,2.79,160.703125
385,385,2019,February,2019-02,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1756,0.2909,['Highest quality'],1.603515625,195.4921875,29.484375,0.05078125,0.6484375,5.6015625,1.58,0.496,,-1.87,111.203125
386,386,2019,March,2019-03,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1805,0.329,['Lower quality'],1.733398438,165.8125,20.859375,0.078125,2.6015625,120,0.92,0.325,,1.47,175
387,387,2019,April,2019-04,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.179,0.336,['Highest quality'],1.721679688,114.2109375,40.96875,0.293945313,2.1328125,0,0.72,0.333,,0.86,125.6015625
388,388,2019,May,2019-05,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.216,0.4238,['Highest quality'],1.78515625,70.703125,31.5,0.225585938,0.9140625,28.5,1.15,0.619,,-0.11,148.5
389,389,2019,June,2019-06,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1987,0.3901,['Highest quality'],1.696289063,55.375,14.6328125,0.165039063,0.703125,10.796875,0.83,0.719,,2.21,39.296875
390,390,2019,July,2019-07,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1847,0.3624,['Lower quality'],1.71484375,62.359375,14.734375,0.1640625,0.78125,17.296875,0.8,0.693,,-2.2,56.59375
391,391,2019,August,2019-08,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1855,0.3587,['Highest quality'],1.674804688,86.953125,15.0703125,0.131835938,0.6953125,6.1015625,0.22,0.548,,-2.04,34.1953125
392,392,2019,September,2019-09,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1753,0.3129,['Highest quality'],1.57421875,125.890625,17.953125,0.099609375,0.640625,7,0.99,0.999,,0.81,30.3984375
393,393,2019,October,2019-10,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1676,0.2857,['Highest quality'],1.573242188,170.21875,28.4453125,0.071289063,0.625,9.5,0.66,1.123,,-1.97,22.6015625
394,394,2019,November,2019-11,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1625,0.2759,['Highest quality'],1.478515625,208.828125,33.859375,0.076171875,0.6796875,31.1015625,1.07,0.958,,-4.42,47.6015625
395,395,2019,December,2019-12,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1564,0.2562,['Highest quality'],1.491210938,255.34375,21.2578125,0.02734375,0.4765625,0.703125,0.73,0.312,,-1.78,41.3046875
396,396,2020,January,2020-01,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.1606,0.2672,['Highest quality'],1.454101563,233.3828125,16.7578125,0.040039063,0.609375,48.5,0.2,0.238,,0.57,80.3046875
397,397,2020,February,2020-02,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.2309,0.38,['Highest quality'],1.455078125,149.21875,45.9609375,0.509765625,4.4453125,231.6015625,0.3,0.134,,-0.36,280.8046875
398,398,2020,March,2020-03,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.2488,0.423,['Highest quality'],2.212890625,133.1328125,59.2265625,0.704101563,9.859375,117.3984375,0.52,0.119,,2.05,397.5
399,399,2020,April,2020-04,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.2973,0.4888,['Highest quality'],3.002929688,90.3203125,45.921875,0.750976563,44.46875,125.5,0.48,0.064,,-1.72,474.5
400,400,2020,December,2020-12,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.2137,0.3671,['Highest quality'],5.762695313,205.53125,54.1484375,0.43359375,5.125,168.3984375,-1.86,0.1,,2.28,255.5
401,401,2021,January,2021-01,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.2711,0.4606,['Lower quality'],6.576171875,201.890625,89.0703125,0.646484375,38.953125,106.8984375,-1.87,0.116,,1.95,286.296875
402,402,2021,February,2021-02,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.3035,0.4877,['Highest quality'],6.36328125,168.0625,79.4375,0.498046875,3.6640625,109.1015625,-1.84,0.323,,2.19,384.3984375
403,403,2021,March,2021-03,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.3173,0.5058,['Lower quality'],7.64453125,137.140625,68.1640625,0.625976563,70.90625,216.8984375,-0.55,0.367,,-0.95,432.8984375
404,404,2021,April,2021-04,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.2873,0.4902,['Highest quality'],8.4921875,100.9140625,54.9296875,0.551757813,4.171875,8.8984375,-0.42,0.325,,0.87,334.8984375
405,405,2019,January,2019-01,Orange,Orange,-33.2833,149.1,1,0.2473,0.4088,['Highest quality'],1.735351563,225.484375,92.390625,0.2734375,0.6015625,71.6015625,0.36,0.452,,2.79,238.6015625
406,406,2019,February,2019-02,Orange,Orange,-33.2833,149.1,1,0.282,0.4396,['Highest quality'],1.544921875,169.078125,60.359375,0.274414063,0.6328125,58.3984375,1.58,0.496,,-1.87,197.796875
407,407,2019,March,2019-03,Orange,Orange,-33.2833,149.1,1,0.2506,0.4193,['Highest quality'],1.684570313,127.765625,43.6328125,0.176757813,0.3203125,55,0.92,0.325,,1.47,185
408,408,2019,April,2019-04,Orange,Orange,-33.2833,149.1,1,0.2799,0.4617,['Highest quality'],1.604492188,94.9296875,40.796875,0.18359375,0.09375,0.1015625,0.72,0.333,,0.86,113.5
409,409,2019,May,2019-05,Orange,Orange,-33.2833,149.1,1,0.3102,0.5022,['Lower quality'],1.635742188,56.984375,25.4375,0.267578125,0.8359375,75.296875,1.15,0.619,,-0.11,130.3984375
410,410,2019,June,2019-06,Orange,Orange,-33.2833,149.1,1,0.2306,0.3866,['Decreasing quality (0010)'],1.573242188,41.7578125,22.2265625,0.330078125,0.2734375,38.3984375,0.83,0.719,,2.21,113.796875
411,411,2019,July,2019-07,Orange,Orange,-33.2833,149.1,1,0.2204,0.4039,['Lower quality'],1.620117188,46.2890625,24.3828125,0.345703125,0.2265625,21.5,0.8,0.693,,-2.2,135.1953125
412,412,2019,August,2019-08,Orange,Orange,-33.2833,149.1,1,0.2025,0.3621,['Highest quality'],1.610351563,66.484375,33.9921875,0.321289063,0.2578125,28.796875,0.22,0.548,,-2.04,88.6953125
413,413,2019,September,2019-09,Orange,Orange,-33.2833,149.1,1,0.2455,0.4105,['Lower quality'],1.5390625,103.171875,47.453125,0.306640625,0.453125,49.3984375,0.99,0.999,,0.81,99.6953125
414,414,2019,October,2019-10,Orange,Orange,-33.2833,149.1,1,0.2564,0.4088,['Highest quality'],1.563476563,151.25,45.21875,0.244140625,0.1484375,15.796875,0.66,1.123,,-1.97,93.9921875
415,415,2019,November,2019-11,Orange,Orange,-33.2833,149.1,1,0.2634,0.3747,['Highest quality'],1.482421875,186.7421875,50.3125,0.200195313,0.2265625,23.703125,1.07,0.958,,-4.42,88.8984375
416,416,2019,December,2019-12,Orange,Orange,-33.2833,149.1,1,0.2128,0.3415,['Highest quality'],1.5,225.15625,49.3828125,0.087890625,0.1015625,13.5,0.73,0.312,,-1.78,53
417,417,2020,January,2020-01,Orange,Orange,-33.2833,149.1,1,0.2204,0.3201,['Highest quality'],1.47265625,222.15625,44.4375,0.096679688,0.375,73.6015625,0.2,0.238,,0.57,110.8046875
418,418,2020,February,2020-02,Orange,Orange,-33.2833,149.1,1,0.2371,0.4017,['Lower quality'],1.370117188,145.25,55.0703125,0.185546875,0.4296875,60.3984375,0.3,0.134,,-0.36,147.5
419,419,2020,March,2020-03,Orange,Orange,-33.2833,149.1,1,0.292,0.4765,['Highest quality'],1.471679688,117.0390625,60.15625,0.310546875,0.7265625,120.1015625,0.52,0.119,,2.05,254.1015625
420,420,2020,April,2020-04,Orange,Orange,-33.2833,149.1,1,0.2954,0.4699,['Highest quality'],1.470703125,74.6640625,40.921875,0.5625,1.1171875,128.5,0.48,0.064,,-1.72,309
421,421,2020,December,2020-12,Orange,Orange,-33.2833,149.1,0,0.303,0.6165,['Decreasing quality (0011)'],2.770507813,180.4375,75.8125,0.521484375,2.734375,86.796875,-1.86,0.1,,2.28,217.3984375
422,422,2021,January,2021-01,Orange,Orange,-33.2833,149.1,0,0.3041,0.4935,['Decreasing quality (0011)'],2.705078125,183.4375,77.328125,0.510742188,13.7421875,70.796875,-1.87,0.116,,1.95,203.296875
423,423,2021,February,2021-02,Orange,Orange,-33.2833,149.1,0,0.3234,0.4631,['Highest quality'],2.412109375,149.890625,71.8828125,0.65625,49.0390625,143.296875,-1.84,0.323,,2.19,300.890625
424,424,2021,March,2021-03,Orange,Orange,-33.2833,149.1,0,0.3221,0.5117,['Highest quality'],2.700195313,119.9375,65.3671875,0.669921875,61.171875,180.203125,-0.55,0.367,,-0.95,394.296875
425,425,2021,April,2021-04,Orange,Orange,-33.2833,149.1,0,0.2863,0.4785,['Highest quality'],2.766601563,86.6640625,51.7265625,0.654296875,2.1796875,5.5,-0.42,0.325,,0.87,329
426,426,2019,January,2019-01,Bathurst,Bathurst,-33.4193,149.5835,1,0.2272,0.3764,['Highest quality'],1.909179688,216.140625,92.5703125,0.158203125,0.359375,132.296875,0.36,0.452,,2.79,296.09375
427,427,2019,February,2019-02,Bathurst,Bathurst,-33.4193,149.5835,1,0.2103,0.363,['Lower quality'],1.796875,168.6015625,86.828125,0.27734375,0.46875,70.6015625,1.58,0.496,,-1.87,262.6953125
428,428,2019,March,2019-03,Bathurst,Bathurst,-33.4193,149.5835,1,0.2791,0.4517,['Lower quality'],2.009765625,129.78125,59.78125,0.147460938,0.1015625,88.703125,0.92,0.325,,1.47,291.6015625
429,429,2019,April,2019-04,Bathurst,Bathurst,-33.4193,149.5835,1,0.3205,0.5165,['Highest quality'],1.947265625,97.15625,55.9609375,0.1796875,0.0703125,4.3984375,0.72,0.333,,0.86,163.703125
430,430,2019,May,2019-05,Bathurst,Bathurst,-33.4193,149.5835,1,0.2639,0.4387,['Lower quality'],1.96875,61.34375,31.2578125,0.118164063,0.046875,33.5,1.15,0.619,,-0.11,126.6015625
431,431,2019,June,2019-06,Bathurst,Bathurst,-33.4193,149.5835,1,0.2771,0.4771,['Lower quality'],1.853515625,45.2109375,21.453125,0.091796875,0,20.296875,0.83,0.719,,2.21,58.1953125
432,432,2019,July,2019-07,Bathurst,Bathurst,-33.4193,149.5835,1,0.1988,0.3674,['Lower quality'],1.861328125,52.2578125,20.2890625,0.08203125,0,8.5,0.8,0.693,,-2.2,62.296875
433,433,2019,August,2019-08,Bathurst,Bathurst,-33.4193,149.5835,1,0.1802,0.3342,['Highest quality'],1.805664063,72.765625,22.078125,0.055664063,0,17,0.22,0.548,,-2.04,45.796875
434,434,2019,September,2019-09,Bathurst,Bathurst,-33.4193,149.5835,1,0.1807,0.3292,['Lower quality'],1.703125,108.71875,38.4921875,0.09375,0.1484375,52.6015625,0.99,0.999,,0.81,78.1015625
435,435,2019,October,2019-10,Bathurst,Bathurst,-33.4193,149.5835,1,0.2224,0.3673,['Highest quality'],1.732421875,158.9921875,45.0546875,0.055664063,0,17.796875,0.66,1.123,,-1.97,87.3984375
436,436,2019,November,2019-11,Bathurst,Bathurst,-33.4193,149.5835,1,0.2312,0.345,['Highest quality'],1.633789063,193.625,26.5703125,0.036132813,0.015625,21.1015625,1.07,0.958,,-4.42,91.5
437,437,2019,December,2019-12,Bathurst,Bathurst,-33.4193,149.5835,1,0.1857,0.2989,['Lower quality'],1.642578125,226.59375,14.734375,0.015625,0,7.1015625,0.73,0.312,,-1.78,46
438,438,2020,January,2020-01,Bathurst,Bathurst,-33.4193,149.5835,1,0.2366,0.3296,['Highest quality'],1.60546875,216.3515625,28.78125,0.083007813,0.03125,61.1015625,0.2,0.238,,0.57,89.3046875
439,439,2020,February,2020-02,Bathurst,Bathurst,-33.4193,149.5835,1,0.2874,0.4522,['Highest quality'],1.529296875,148.1875,56.3984375,0.202148438,0.15625,72.6015625,0.3,0.134,,-0.36,140.8046875
440,440,2020,March,2020-03,Bathurst,Bathurst,-33.4193,149.5835,1,0.2516,0.3679,['Lower quality'],1.701171875,118.1875,65.59375,0.279296875,0.625,131.1015625,0.52,0.119,,2.05,264.8046875
441,441,2020,April,2020-04,Bathurst,Bathurst,-33.4193,149.5835,1,0.3163,0.5002,['Highest quality'],1.850585938,81.0390625,49.3359375,0.446289063,0.53125,100.796875,0.48,0.064,,-1.72,304.5
442,442,2020,December,2020-12,Bathurst,Bathurst,-33.4193,149.5835,0,0.3181,0.4502,['Lower quality'],3.471679688,176.8359375,65.4140625,0.28515625,0.1171875,70.3984375,-1.86,0.1,,2.28,185.703125
443,443,2021,January,2021-01,Bathurst,Bathurst,-33.4193,149.5835,0,0.2815,0.4322,['Lower quality'],3.302734375,183.7109375,79.5,0.293945313,0.078125,45.796875,-1.87,0.116,,1.95,168.296875
444,444,2021,February,2021-02,Bathurst,Bathurst,-33.4193,149.5835,0,0.3002,0.4498,['Highest quality'],2.828125,149.2109375,77.53125,0.369140625,0.515625,96.8984375,-1.84,0.323,,2.19,213.09375
445,445,2021,March,2021-03,Bathurst,Bathurst,-33.4193,149.5835,0,0.2966,0.4929,['Highest quality'],3.1875,120.109375,63.140625,0.442382813,1.078125,152.296875,-0.55,0.367,,-0.95,294.9921875
446,446,2021,April,2021-04,Bathurst,Bathurst,-33.4193,149.5835,0,0.3658,0.569,['Highest quality'],3.704101563,90.9140625,63.1796875,0.420898438,0.1484375,3.5,-0.42,0.325,,0.87,252.6953125
447,447,2019,January,2019-01,Dubbo,Dubbo,-32.2569,148.6011,1,0.2747,0.4598,['Highest quality'],2.014648438,261.7421875,53.203125,0.114257813,0.1640625,64.3984375,0.36,0.452,,2.79,156
448,448,2019,February,2019-02,Dubbo,Dubbo,-32.2569,148.6011,1,0.2916,0.4777,['Highest quality'],1.80078125,202.125,49.03125,0.153320313,0.046875,31.6015625,1.58,0.496,,-1.87,129.5
449,449,2019,March,2019-03,Dubbo,Dubbo,-32.2569,148.6011,1,0.2653,0.4706,['Highest quality'],1.965820313,162.7578125,33.015625,0.06640625,0.03125,43.296875,0.92,0.325,,1.47,139.296875
450,450,2019,April,2019-04,Dubbo,Dubbo,-32.2569,148.6011,1,0.317,0.4919,['Highest quality'],1.872070313,117.8203125,33.2421875,0.071289063,0,0.296875,0.72,0.333,,0.86,75.1953125
451,451,2019,May,2019-05,Dubbo,Dubbo,-32.2569,148.6011,1,0.3113,0.5396,['Highest quality'],1.8984375,75.9296875,17.9296875,0.034179688,0.0078125,17.296875,1.15,0.619,,-0.11,60.890625
452,452,2019,June,2019-06,Dubbo,Dubbo,-32.2569,148.6011,1,0.2671,0.4923,['Lower quality'],1.802734375,56.484375,10.9765625,0.017578125,0,8.6015625,0.83,0.719,,2.21,26.1953125
453,453,2019,July,2019-07,Dubbo,Dubbo,-32.2569,148.6011,1,0.2233,0.4138,['Lower quality'],1.827148438,64.4765625,7.5625,0.01171875,0,3.6015625,0.8,0.693,,-2.2,29.5
454,454,2019,August,2019-08,Dubbo,Dubbo,-32.2569,148.6011,1,0.2136,0.3872,['Highest quality'],1.791992188,88.8203125,7.8125,0.01953125,0,9.5,0.22,0.548,,-2.04,21.703125
455,455,2019,September,2019-09,Dubbo,Dubbo,-32.2569,148.6011,1,0.2047,0.3395,['Highest quality'],1.702148438,128.9921875,11.78125,0.026367188,0.0078125,16.203125,0.99,0.999,,0.81,29.3046875
456,456,2019,October,2019-10,Dubbo,Dubbo,-32.2569,148.6011,1,0.2257,0.3895,['Highest quality'],1.727539063,179.453125,17.6640625,0.024414063,0,5.8984375,0.66,1.123,,-1.97,31.6015625
457,457,2019,November,2019-11,Dubbo,Dubbo,-32.2569,148.6011,1,0.2257,0.3885,['Highest quality'],1.642578125,215.7265625,19.2734375,0.036132813,0.015625,18.296875,1.07,0.958,,-4.42,40.3984375
458,458,2019,December,2019-12,Dubbo,Dubbo,-32.2569,148.6011,1,0.2092,0.3535,['Highest quality'],1.666992188,260.8359375,12,0.010742188,0,3.1015625,0.73,0.312,,-1.78,27.296875
459,459,2020,January,2020-01,Dubbo,Dubbo,-32.2569,148.6011,1,0.2158,0.3494,['Highest quality'],1.637695313,261.734375,17.6953125,0.064453125,0.0234375,43.296875,0.2,0.238,,0.57,64.6953125
460,460,2020,February,2020-02,Dubbo,Dubbo,-32.2569,148.6011,1,0.2434,0.4102,['Highest quality'],1.541015625,164.234375,41.46875,0.326171875,0.1796875,108.5,0.3,0.134,,-0.36,154.8984375
461,461,2020,March,2020-03,Dubbo,Dubbo,-32.2569,148.6011,1,0.3565,0.5541,['Highest quality'],1.73046875,139.8671875,64.9296875,0.442382813,0.5,103.203125,0.52,0.119,,2.05,255
462,462,2020,April,2020-04,Dubbo,Dubbo,-32.2569,148.6011,1,0.3877,0.618,['Highest quality'],1.80859375,92.03125,50.2421875,0.591796875,5.5625,114.1015625,0.48,0.064,,-1.72,325.8046875
463,463,2020,December,2020-12,Dubbo,Dubbo,-32.2569,148.6011,0,0.3336,0.4819,['Highest quality'],2.7890625,219.4375,49.53125,0.334960938,0.2421875,100,-1.86,0.1,,2.28,180.3984375
464,464,2021,January,2021-01,Dubbo,Dubbo,-32.2569,148.6011,0,0.3216,0.4495,['Highest quality'],2.81640625,226.296875,85.6640625,0.420898438,7.0234375,50.6015625,-1.87,0.116,,1.95,166.703125
465,465,2021,February,2021-02,Dubbo,Dubbo,-32.2569,148.6011,0,0.3387,0.5375,['Highest quality'],2.543945313,177.3046875,74.125,0.426757813,6.578125,109.703125,-1.84,0.323,,2.19,260.3046875
466,466,2021,March,2021-03,Dubbo,Dubbo,-32.2569,148.6011,0,0.3542,0.5821,['Highest quality'],2.861328125,144.6484375,63.1484375,0.461914063,30.1015625,152.703125,-0.55,0.367,,-0.95,313.0078125
467,467,2021,April,2021-04,Dubbo,Dubbo,-32.2569,148.6011,0,0.3978,0.6306,['Highest quality'],2.932617188,105.578125,60.625,0.4609375,0.6015625,4.296875,-0.42,0.325,,0.87,266.703125
468,468,2018,October,2018-10,Mudgee,Mudgee,-32.5904,149.5887,0,0.3959,0.5841,['Highest quality'],1.98046875,151.328125,58.5625,0.169921875,0.375,56.8984375,0.24,0.844,,2.76,135.296875
469,469,2018,November,2018-11,Mudgee,Mudgee,-32.5904,149.5887,0,0.3351,0.4555,['Highest quality'],1.880859375,175.234375,59.4453125,0.131835938,0.3359375,59.796875,0.62,0.623,,2.84,153.296875
470,470,2018,December,2018-12,Mudgee,Mudgee,-32.5904,149.5887,0,0.3315,0.481,['Highest quality'],1.912109375,223.65625,87.3046875,0.154296875,0.4140625,66.3984375,-0.23,0.379,,1.44,183.09375
471,471,2019,January,2019-01,Mudgee,Mudgee,-32.5904,149.5887,0,0.3363,0.4755,['Highest quality'],1.883789063,237.4140625,70.6328125,0.104492188,0.3359375,80.3984375,0.36,0.452,,2.79,206.59375
472,472,2019,February,2019-02,Mudgee,Mudgee,-32.5904,149.5887,0,0.3333,0.4983,['Highest quality'],1.677734375,185.0078125,49.6796875,0.091796875,0.125,17.5,1.58,0.496,,-1.87,164.296875
473,473,2019,March,2019-03,Mudgee,Mudgee,-32.5904,149.5887,0,0.2714,0.4208,['Highest quality'],1.827148438,147.4921875,27.3671875,0.11328125,0.671875,112.6015625,0.92,0.325,,1.47,210.5
474,474,2020,November,2020-11,Mudgee,Mudgee,-32.5904,149.5887,0,0.3582,0.5261,['Highest quality'],2.408203125,191.859375,86.6875,0.453125,1.6484375,46,-1.19,0.143,,1.14,190.296875
475,475,2020,December,2020-12,Mudgee,Mudgee,-32.5904,149.5887,0,0.3587,0.4897,['Highest quality'],2.413085938,189.9140625,65.734375,0.426757813,4.484375,110.796875,-1.86,0.1,,2.28,239.796875
476,476,2021,January,2021-01,Mudgee,Mudgee,-32.5904,149.5887,0,0.3698,0.5232,['Decreasing quality (0010)'],2.391601563,198.625,82.3984375,0.43359375,3.8046875,23.296875,-1.87,0.116,,1.95,180.09375
477,477,2021,February,2021-02,Mudgee,Mudgee,-32.5904,149.5887,0,0.3528,0.5185,['Highest quality'],2.091796875,160.2890625,72.1015625,0.486328125,7.65625,113.203125,-1.84,0.323,,2.19,247.296875
478,478,2021,March,2021-03,Mudgee,Mudgee,-32.5904,149.5887,0,0.3777,0.5782,['Lower quality'],2.3203125,132.140625,69.9921875,0.5078125,34.6875,149.6015625,-0.55,0.367,,-0.95,286.1015625
479,479,2021,April,2021-04,Mudgee,Mudgee,-32.5904,149.5887,0,0.3644,0.5848,['Highest quality'],2.340820313,100.453125,64.703125,0.473632813,1.6328125,3.296875,-0.42,0.325,,0.87,266.1015625
480,480,2018,October,2018-10,Gulgong,Gulgong,-32.3625,149.5321,0,0.311,0.5044,['Highest quality'],1.114257813,155.40625,57.6484375,0.096679688,0.2421875,58.703125,0.24,0.844,,2.76,133.0078125
481,481,2018,November,2018-11,Gulgong,Gulgong,-32.3625,149.5321,0,0.2954,0.4346,['Highest quality'],1.068359375,179.2265625,49.3828125,0.073242188,0.203125,55.703125,0.62,0.623,,2.84,151.0078125
482,482,2018,December,2018-12,Gulgong,Gulgong,-32.3625,149.5321,0,0.2706,0.4276,['Highest quality'],1.094726563,226.34375,75.09375,0.141601563,0.4453125,72.1015625,-0.23,0.379,,1.44,186.5078125
483,483,2019,January,2019-01,Gulgong,Gulgong,-32.3625,149.5321,0,0.2319,0.3937,['Highest quality'],1.086914063,239.7734375,70.7109375,0.107421875,0.2265625,86.796875,0.36,0.452,,2.79,214.6015625
484,484,2019,February,2019-02,Gulgong,Gulgong,-32.3625,149.5321,0,0.2383,0.3763,['Highest quality'],0.974609375,187.5859375,47.5625,0.088867188,0.0390625,8.796875,1.58,0.496,,-1.87,167.6953125
485,485,2019,March,2019-03,Gulgong,Gulgong,-32.3625,149.5321,0,0.2408,0.3679,['Highest quality'],1.069335938,152.171875,23.0859375,0.083984375,0.3203125,98.8984375,0.92,0.325,,1.47,194.4921875
486,486,2020,November,2020-11,Gulgong,Gulgong,-32.3625,149.5321,0,0.3169,0.524,['Highest quality'],1.286132813,195.71875,96.1015625,0.387695313,3.34375,31.796875,-1.19,0.143,,1.14,191.6953125
487,487,2020,December,2020-12,Gulgong,Gulgong,-32.3625,149.5321,0,0.2889,0.5072,['Lower quality'],1.298828125,195.609375,74.7734375,0.357421875,2.8828125,132.703125,-1.86,0.1,,2.28,267.296875
488,488,2021,January,2021-01,Gulgong,Gulgong,-32.3625,149.5321,0,0.3488,0.5479,['Lower quality'],1.294921875,200.140625,102.609375,0.403320313,7.3671875,41.3984375,-1.87,0.116,,1.95,205.8984375
489,489,2021,February,2021-02,Gulgong,Gulgong,-32.3625,149.5321,0,0.34,0.5559,['Highest quality'],1.161132813,163.625,90.859375,0.419921875,0.8125,108.703125,-1.84,0.323,,2.19,282.8046875
490,490,2021,March,2021-03,Gulgong,Gulgong,-32.3625,149.5321,0,0.3606,0.5772,['Lower quality'],1.28125,133.7109375,69.9375,0.415039063,17.1171875,144.3984375,-0.55,0.367,,-0.95,294.5
491,491,2021,April,2021-04,Gulgong,Gulgong,-32.3625,149.5321,0,0.3571,0.5382,['Highest quality'],1.256835938,100.328125,71.828125,0.408203125,0.7109375,2.703125,-0.42,0.325,,0.87,255.8046875
492,492,2019,February,2019-02,Narrabri,Narrabri,-30.3167,149.7667,1,0.2516,0.3549,['Highest quality'],0.40234375,212.1953125,10.015625,0.01171875,0,4.703125,1.58,0.496,,-1.87,66.5
493,493,2019,March,2019-03,Narrabri,Narrabri,-30.3167,149.7667,1,0.2642,0.3658,['Highest quality'],0.443359375,181.4609375,16.4453125,0.0546875,0.3203125,73.703125,0.92,0.325,,1.47,91.90625
494,494,2019,April,2019-04,Narrabri,Narrabri,-30.3167,149.7667,1,0.2538,0.387,['Highest quality'],0.427734375,130.015625,44.953125,0.14453125,0.21875,0.703125,0.72,0.333,,0.86,79.109375
495,495,2019,May,2019-05,Narrabri,Narrabri,-30.3167,149.7667,1,0.2611,0.4332,['Highest quality'],0.439453125,82.921875,32.2421875,0.12109375,0.21875,35.296875,1.15,0.619,,-0.11,109.703125
496,496,2019,June,2019-06,Narrabri,Narrabri,-30.3167,149.7667,1,0.2675,0.4278,['Highest quality'],0.423828125,64.515625,7.7890625,0.055664063,0,0.8984375,0.83,0.719,,2.21,36.8984375
497,497,2019,July,2019-07,Narrabri,Narrabri,-30.3167,149.7667,1,0.2197,0.3522,['Highest quality'],0.435546875,74.9765625,12.421875,0.0703125,0.015625,15.3984375,0.8,0.693,,-2.2,51.59375
498,498,2019,August,2019-08,Narrabri,Narrabri,-30.3167,149.7667,1,0.2073,0.3324,['Highest quality'],0.43359375,100.28125,12.328125,0.02734375,0,0.3984375,0.22,0.548,,-2.04,16.6953125
499,499,2019,September,2019-09,Narrabri,Narrabri,-30.3167,149.7667,1,0.1949,0.3025,['Highest quality'],0.41796875,142.3515625,2.53125,0.002929688,0,0.703125,0.99,0.999,,0.81,16.5
500,500,2019,October,2019-10,Narrabri,Narrabri,-30.3167,149.7667,1,0.1928,0.2997,['Highest quality'],0.4296875,188.90625,4.3046875,0.006835938,0,4.796875,0.66,1.123,,-1.97,5.8984375
501,501,2019,November,2019-11,Narrabri,Narrabri,-30.3167,149.7667,1,0.2112,0.3159,['Highest quality'],0.413085938,224.5078125,21.4765625,0.05859375,0.0546875,42.296875,1.07,0.958,,-4.42,47.796875
502,502,2019,December,2019-12,Narrabri,Narrabri,-30.3167,149.7667,1,0.2046,0.2949,['Highest quality'],0.42578125,272.0078125,25.5703125,0.064453125,0.0078125,6.203125,0.73,0.312,,-1.78,53.296875
503,503,2020,January,2020-01,Narrabri,Narrabri,-30.3167,149.7667,1,0.2083,0.2902,['Lower quality'],0.423828125,259.1953125,33.4140625,0.103515625,0.859375,87.203125,0.2,0.238,,0.57,135.703125
504,504,2020,February,2020-02,Narrabri,Narrabri,-30.3167,149.7667,1,0.3076,0.4569,['Highest quality'],0.399414063,172,77.40625,0.573242188,1.25,181.296875,0.3,0.134,,-0.36,274.703125
505,505,2021,April,2021-04,Narrabri,Narrabri,-30.3167,149.7667,0,0.3749,0.5671,['Highest quality'],0.422851563,110.71875,75.7265625,0.3984375,0.0234375,11.8984375,-0.42,0.325,,0.87,279.5
506,506,2019,February,2019-02,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2117,0.3216,['Highest quality'],0.208984375,200.921875,4.71875,0.005859375,0,0.703125,1.58,0.496,,-1.87,44.3046875
507,507,2019,March,2019-03,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2368,0.3718,['Lower quality'],0.23046875,172.265625,14.078125,0.047851563,0.5625,85.203125,0.92,0.325,,1.47,99.90625
508,508,2019,April,2019-04,Gunnedah,Gunnedah,-30.9667,150.25,1,0.269,0.4509,['Highest quality'],0.22265625,124.3125,51.8359375,0.185546875,0.4453125,0,0.72,0.333,,0.86,85.90625
