,Unnamed: 0,Year,Month,Year_Month,Geographic Location,Location,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M
124,124,2020,July,2020-07,Bredbo,Bredbo,-35.95,149.15,0,0.1691,0.2965,['Lower quality'],3.020507813,42.453125,21.734375,0.15625,1.3671875,77.6015625,-0.44,0.417,,-0.97,111.8984375
125,125,2020,August,2020-08,Bredbo,Bredbo,-35.95,149.15,0,0.172,0.3165,['Lower quality'],3.9609375,60.9609375,33.6484375,0.326171875,2.1484375,70.203125,-1.28,-0.07,,-2.2,168.203125
126,126,2020,September,2020-09,Bredbo,Bredbo,-35.95,149.15,0,0.2371,0.3853,['Highest quality'],4.81640625,90.859375,48.2109375,0.180664063,0.6640625,22,-1.24,-0.084,,-0.25,169.8046875
127,127,2020,October,2020-10,Bredbo,Bredbo,-35.95,149.15,0,0.3377,0.5359,['Highest quality'],5.114257813,119.125,52.6953125,0.184570313,2.09375,85.796875,-1.19,0.233,,1.79,178
128,128,2020,November,2020-11,Bredbo,Bredbo,-35.95,149.15,0,0.3974,0.5742,['Highest quality'],5.272460938,165.484375,66.1328125,0.190429688,1.5703125,44.6015625,-1.19,0.143,,1.14,152.3984375
129,129,2020,December,2020-12,Bredbo,Bredbo,-35.95,149.15,0,0.2946,0.4356,['Lower quality'],5.21875,177.625,46.546875,0.151367188,1.40625,48,-1.86,0.1,,2.28,178.3984375
130,130,2021,January,2021-01,Bredbo,Bredbo,-35.95,149.15,0,0.2539,0.393,['Highest quality'],4.912109375,172.0078125,48.4921875,0.12890625,0.84375,35.203125,-1.87,0.116,,1.95,127.8046875
131,131,2021,February,2021-02,Bredbo,Bredbo,-35.95,149.15,0,0.2744,0.4471,['Highest quality'],4.456054688,135.609375,56.5,0.24609375,2.8359375,75.296875,-1.84,0.323,,2.19,158.5
132,132,2021,March,2021-03,Bredbo,Bredbo,-35.95,149.15,0,0.2546,0.4456,['Highest quality'],5.25390625,103.140625,48.4453125,0.256835938,3.8671875,127.796875,-0.55,0.367,,-0.95,238.296875
133,133,2021,April,2021-04,Bredbo,Bredbo,-35.95,149.15,0,0.283,0.4787,['Highest quality'],6.4921875,80.4765625,51.890625,0.241210938,0.75,4.8984375,-0.42,0.325,,0.87,207.9921875
134,134,2018,October,2018-10,Hay,Hay,-34.5041,144.8442,0,0.1866,0.3199,['Highest quality'],0.25390625,173.5859375,10.4921875,0.030273438,0.015625,18.8984375,0.24,0.844,,2.76,26.296875
135,135,2018,November,2018-11,Hay,Hay,-34.5041,144.8442,0,0.2053,0.3157,['Highest quality'],0.245117188,198.6640625,31.5859375,0.118164063,0.0625,50.8984375,0.62,0.623,,2.84,72.8984375
136,136,2018,December,2018-12,Hay,Hay,-34.5041,144.8442,0,0.2355,0.3623,['Lower quality'],0.252929688,236.6953125,39.9453125,0.059570313,0.0078125,14.796875,-0.23,0.379,,1.44,84.59375
137,137,2018,January,2018-01,Hay,Hay,-34.5041,144.8442,0,0.2389,0.4027,['Highest quality'],0.264648438,245.703125,41.34375,0.052734375,0.0390625,16.5,-1.12,-0.135,,2.72,144.296875
138,138,2019,November,2019-11,Hay,Hay,-34.5041,144.8442,0,0.2141,0.297,['Highest quality'],0.237304688,211.25,14.8984375,0.04296875,0.015625,17.1015625,1.07,0.958,,-4.42,28.90625
139,139,2019,December,2019-12,Hay,Hay,-34.5041,144.8442,0,0.2037,0.2913,['Highest quality'],0.244140625,264.2265625,10.890625,0.016601563,0,5.1015625,0.73,0.312,,-1.78,25.8046875
140,140,2020,January,2020-01,Hay,Hay,-34.5041,144.8442,0,0.2105,0.3067,['Lower quality'],0.2421875,253.2734375,7.1796875,0.012695313,0,11.296875,0.2,0.238,,0.57,33.5
141,141,2020,February,2020-02,Hay,Hay,-34.5041,144.8442,0,0.199,0.2959,['Highest quality'],0.225585938,199.7109375,11.796875,0.048828125,0,17.296875,0.3,0.134,,-0.36,33.6953125
142,142,2020,March,2020-03,Hay,Hay,-34.5041,144.8442,0,0.2275,0.3508,['Highest quality'],0.241210938,154.8671875,32.9609375,0.125,0.1484375,39.6015625,0.52,0.119,,2.05,68.1953125
143,143,2020,April,2020-04,Hay,Hay,-34.5041,144.8442,0,0.2636,0.4192,['Highest quality'],0.234375,92.0234375,43.8125,0.1953125,0.1328125,94.8984375,0.48,0.064,,-1.72,151.796875
144,144,2020,May,2020-05,Hay,Hay,-34.5041,144.8442,0,0.3422,0.5079,['Lower quality'],0.244140625,62.90625,38.4609375,0.2265625,0.0546875,10.8984375,-0.42,0.378,,1.03,145.3984375
145,145,2020,June,2020-06,Hay,Hay,-34.5041,144.8442,0,0.327,0.518,['Lower quality'],0.236328125,47.328125,23.7421875,0.130859375,0,13.8984375,-0.02,0.568,,1.18,119.6953125
146,146,2020,July,2020-07,Hay,Hay,-34.5041,144.8442,0,0.2951,0.4698,['Decreasing quality (0010)'],0.243164063,54.703125,20.7578125,0.134765625,0.015625,20.6015625,-0.44,0.417,,-0.97,45.3984375
147,147,2020,August,2020-08,Hay,Hay,-34.5041,144.8442,0,0.2859,0.4722,['Highest quality'],0.243164063,77.0625,31.0234375,0.194335938,0.125,46.296875,-1.28,-0.07,,-2.2,80.796875
148,148,2020,September,2020-09,Hay,Hay,-34.5041,144.8442,0,0.2798,0.4239,['Highest quality'],0.234375,120.234375,28.546875,0.146484375,0.015625,22.6015625,-1.24,-0.084,,-0.25,89.5
149,149,2020,October,2020-10,Hay,Hay,-34.5041,144.8442,0,0.2431,0.3761,['Highest quality'],0.241210938,154.875,39.5625,0.161132813,0.0625,71.1015625,-1.19,0.233,,1.79,140
150,150,2020,November,2020-11,Hay,Hay,-34.5041,144.8442,0,0.2338,0.3657,['Highest quality'],0.233398438,228.1796875,60.6640625,0.176757813,0.015625,13.8984375,-1.19,0.143,,1.14,107.6015625
151,151,2020,December,2020-12,Hay,Hay,-34.5041,144.8442,0,0.2214,0.3445,['Highest quality'],0.239257813,238.09375,32.0390625,0.0546875,0,12.296875,-1.86,0.1,,2.28,97.296875
152,152,2021,January,2021-01,Hay,Hay,-34.5041,144.8442,0,0.206,0.3136,['Highest quality'],0.23828125,234.25,23.7734375,0.04296875,0.0234375,41.8984375,-1.87,0.116,,1.95,68.09375
153,153,2021,February,2021-02,Hay,Hay,-34.5041,144.8442,0,0.2115,0.3368,['Highest quality'],0.21484375,195.4765625,23.390625,0.0703125,0.015625,8.3984375,-1.84,0.323,,2.19,62.59375
154,154,2021,March,2021-03,Hay,Hay,-34.5041,144.8442,0,0.2201,0.346,['Highest quality'],0.237304688,155.0234375,14.9296875,0.02734375,0,14.203125,-0.55,0.367,,-0.95,64.5
155,155,2021,April,2021-04,Hay,Hay,-34.5041,144.8442,0,0.2184,0.3523,['Highest quality'],0.228515625,106.6328125,9.8359375,0.014648438,0,2.296875,-0.42,0.325,,0.87,24.8984375
156,156,2018,November,2018-11,Coleambally,Coleambally,-34.7972,145.8795,0,0.1826,0.314,['Highest quality'],0.192382813,189.171875,47.3828125,0.131835938,0.0703125,54.1015625,0.62,0.623,,2.84,92.203125
157,157,2018,December,2018-12,Coleambally,Coleambally,-34.7972,145.8795,0,0.1706,0.3326,['Highest quality'],0.19921875,236.9453125,38.1796875,0.048828125,0.015625,19.3984375,-0.23,0.379,,1.44,105.6015625
158,158,2018,January,2018-01,Coleambally,Coleambally,-34.7972,145.8795,0,0.2365,0.4439,['Highest quality'],0.205078125,241.828125,37.15625,0.045898438,0.015625,20.6015625,-1.12,-0.135,,2.72,154.1015625
159,159,2019,November,2019-11,Coleambally,Coleambally,-34.7972,145.8795,0,0.1844,0.3041,['Highest quality'],0.186523438,202.6875,19.4453125,0.051757813,0.0078125,19.1015625,1.07,0.958,,-4.42,35.1015625
160,160,2019,December,2019-12,Coleambally,Coleambally,-34.7972,145.8795,0,0.1665,0.2748,['Highest quality'],0.192382813,256.8828125,10.8515625,0.014648438,0,5.8984375,0.73,0.312,,-1.78,29.703125
161,161,2020,January,2020-01,Coleambally,Coleambally,-34.7972,145.8795,0,0.1772,0.3056,['Highest quality'],0.192382813,241.609375,18.8046875,0.0546875,0.09375,40.703125,0.2,0.238,,0.57,65.703125
162,162,2020,February,2020-02,Coleambally,Coleambally,-34.7972,145.8795,0,0.2622,0.412,['Highest quality'],0.1796875,189.9140625,37.703125,0.1328125,0.0234375,38.3984375,0.3,0.134,,-0.36,85
163,163,2020,March,2020-03,Coleambally,Coleambally,-34.7972,145.8795,0,0.263,0.4563,['Highest quality'],0.192382813,148.1015625,60.421875,0.166992188,0.3046875,57.203125,0.52,0.119,,2.05,136.3046875
164,164,2020,April,2020-04,Coleambally,Coleambally,-34.7972,145.8795,0,0.2821,0.5084,['Highest quality'],0.185546875,90.765625,46.1328125,0.174804688,0.15625,91.6015625,0.48,0.064,,-1.72,187.203125
165,165,2020,May,2020-05,Coleambally,Coleambally,-34.7972,145.8795,0,0.3048,0.5496,['Lower quality'],0.19140625,62.75,38.328125,0.220703125,0.0859375,9.8984375,-0.42,0.378,,1.03,158.703125
166,166,2020,June,2020-06,Coleambally,Coleambally,-34.7972,145.8795,0,0.2715,0.5269,['Lower quality'],0.185546875,44.5234375,21.8046875,0.150390625,0.0078125,22.8984375,-0.02,0.568,,1.18,124.3984375
167,167,2020,July,2020-07,Coleambally,Coleambally,-34.7972,145.8795,0,0.303,0.5927,['Lower quality'],0.190429688,51.28125,23.890625,0.159179688,0.0078125,18.8984375,-0.44,0.417,,-0.97,51.6953125
168,168,2020,August,2020-08,Coleambally,Coleambally,-34.7972,145.8795,0,0.3498,0.6119,['Highest quality'],0.190429688,73.8671875,33.0390625,0.237304688,0.078125,55.1015625,-1.28,-0.07,,-2.2,96.8984375
169,169,2020,September,2020-09,Coleambally,Coleambally,-34.7972,145.8795,0,0.3509,0.5925,['Highest quality'],0.18359375,115.046875,36.1484375,0.18359375,0.015625,27.703125,-1.24,-0.084,,-0.25,101.703125
170,170,2020,October,2020-10,Coleambally,Coleambally,-34.7972,145.8795,0,0.2629,0.4735,['Highest quality'],0.189453125,156.046875,46.9609375,0.192382813,0.0625,65.203125,-1.19,0.233,,1.79,148.0078125
171,171,2020,November,2020-11,Coleambally,Coleambally,-34.7972,145.8795,0,0.2265,0.4202,['Highest quality'],0.18359375,216.859375,56.3125,0.155273438,0.0078125,9.5,-1.19,0.143,,1.14,102.40625
172,172,2020,December,2020-12,Coleambally,Coleambally,-34.7972,145.8795,0,0.1803,0.3305,['Highest quality'],0.188476563,231.1171875,30.1328125,0.043945313,0.0078125,14.5,-1.86,0.1,,2.28,89.203125
173,173,2021,January,2021-01,Coleambally,Coleambally,-34.7972,145.8795,0,0.1751,0.31,['Highest quality'],0.188476563,226.4140625,27.8203125,0.056640625,0.0390625,57.703125,-1.87,0.116,,1.95,81.703125
174,174,2021,February,2021-02,Coleambally,Coleambally,-34.7972,145.8795,0,0.1956,0.371,['Lower quality'],0.169921875,185.2265625,43.890625,0.12890625,0.0390625,23.296875,-1.84,0.323,,2.19,95.5
175,175,2021,March,2021-03,Coleambally,Coleambally,-34.7972,145.8795,0,0.2326,0.4703,['Highest quality'],0.1875,143.328125,31.6171875,0.09375,0.1796875,61.3984375,-0.55,0.367,,-0.95,142.3984375
176,176,2021,April,2021-04,Coleambally,Coleambally,-34.7972,145.8795,0,0.2412,0.4653,['Highest quality'],0.181640625,99.703125,37.78125,0.076171875,0,1.5,-0.42,0.325,,0.87,86.1953125
177,177,2021,April,2021-04,Coleambally,Coleambally,-34.7972,145.8795,0,0.2412,0.4653,['Highest quality'],0.181640625,99.703125,37.78125,0.076171875,0,1.5,-0.42,0.325,,0.87,86.1953125
178,178,2018,November,2018-11,Griffith,Griffith,-34.2872,146.0467,0,0.1811,0.2914,['Lower quality'],0.915039063,188.78125,39.109375,0.1796875,0.03125,57.6015625,0.62,0.623,,2.84,106.5
179,179,2018,December,2018-12,Griffith,Griffith,-34.2872,146.0467,0,0.1636,0.2734,['Highest quality'],0.939453125,239.359375,50.2578125,0.1328125,0.0078125,17.203125,-0.23,0.379,,1.44,115.3046875
180,180,2018,January,2018-01,Griffith,Griffith,-34.2872,146.0467,0,0.1866,0.3176,['Highest quality'],1.052734375,238.828125,60.484375,0.10546875,0.015625,21,-1.12,-0.135,,2.72,166.296875
181,181,2019,November,2019-11,Griffith,Griffith,-34.2872,146.0467,0,0.1743,0.2921,['Highest quality'],0.8515625,208.109375,36.4296875,0.22265625,0.2265625,51.296875,1.07,0.958,,-4.42,64.796875
182,182,2019,December,2019-12,Griffith,Griffith,-34.2872,146.0467,0,0.155,0.2558,['Lower quality'],0.872070313,261.2890625,31.6484375,0.112304688,0,5.3984375,0.73,0.312,,-1.78,61.3984375
183,183,2020,January,2020-01,Griffith,Griffith,-34.2872,146.0467,0,0.1794,0.2808,['Highest quality'],0.861328125,245.5546875,23.5078125,0.059570313,0.0078125,20.1015625,0.2,0.238,,0.57,76.796875
184,184,2020,February,2020-02,Griffith,Griffith,-34.2872,146.0467,0,0.2393,0.3794,['Highest quality'],0.80078125,185.8359375,36.203125,0.189453125,0.09375,68.203125,0.3,0.134,,-0.36,93.703125
185,185,2020,March,2020-03,Griffith,Griffith,-34.2872,146.0467,0,0.2053,0.3444,['Highest quality'],0.860351563,148.921875,56.546875,0.245117188,0.1484375,50.796875,0.52,0.119,,2.05,139.1015625
186,186,2020,April,2020-04,Griffith,Griffith,-34.2872,146.0467,0,0.1533,0.2679,['Highest quality'],0.831054688,91.3984375,43.171875,0.247070313,0.1015625,92.8984375,0.48,0.064,,-1.72,211.8984375
187,187,2020,May,2020-05,Griffith,Griffith,-34.2872,146.0467,0,0.1794,0.3238,['Lower quality'],0.860351563,65.4765625,32.5078125,0.325195313,0.0703125,12.703125,-0.42,0.378,,1.03,156.3984375
188,188,2020,June,2020-06,Griffith,Griffith,-34.2872,146.0467,0,0.1524,0.2903,['Lower quality'],0.830078125,47.0703125,25.375,0.24609375,0.0078125,19.296875,-0.02,0.568,,1.18,124.8984375
189,189,2020,July,2020-07,Griffith,Griffith,-34.2872,146.0467,0,0.155,0.297,['Lower quality'],0.852539063,53.1796875,28.421875,0.2421875,0.0234375,24.3984375,-0.44,0.417,,-0.97,56.3984375
190,190,2020,August,2020-08,Griffith,Griffith,-34.2872,146.0467,0,0.1803,0.3306,['Lower quality'],0.84765625,74.5390625,30.5078125,0.271484375,0.03125,45.5,-1.28,-0.07,,-2.2,89.1953125
191,191,2020,September,2020-09,Griffith,Griffith,-34.2872,146.0467,0,0.1465,0.2654,['Highest quality'],0.815429688,118.328125,26.7578125,0.25,0.0234375,35,-1.24,-0.084,,-0.25,104.8984375
192,192,2020,October,2020-10,Griffith,Griffith,-34.2872,146.0467,0,0.1568,0.27,['Lower quality'],0.836914063,157.1953125,41.4296875,0.284179688,0.0625,60.5,-1.19,0.233,,1.79,141
193,193,2020,November,2020-11,Griffith,Griffith,-34.2872,146.0467,0,0.2574,0.3907,['Highest quality'],0.8046875,221.5390625,54.2265625,0.287109375,0.0234375,17.1015625,-1.19,0.143,,1.14,112.6015625
194,194,2020,December,2020-12,Griffith,Griffith,-34.2872,146.0467,0,0.1544,0.2398,['Highest quality'],0.819335938,233.984375,33.015625,0.19921875,0.0078125,11,-1.86,0.1,,2.28,88.6015625
195,195,2021,January,2021-01,Griffith,Griffith,-34.2872,146.0467,0,0.1616,0.2785,['Highest quality'],0.807617188,227.1328125,38.1015625,0.196289063,0.1328125,78.203125,-1.87,0.116,,1.95,106.3046875
196,196,2021,February,2021-02,Griffith,Griffith,-34.2872,146.0467,0,0.1322,0.2283,['Highest quality'],0.7265625,187.8515625,52.390625,0.30078125,0.0625,18.8984375,-1.84,0.323,,2.19,108.1015625
197,197,2021,March,2021-03,Griffith,Griffith,-34.2872,146.0467,0,0.18,0.2958,['Highest quality'],0.799804688,147.8359375,34.5234375,0.234375,0.21875,74.203125,-0.55,0.367,,-0.95,171.3046875
198,198,2021,April,2021-04,Griffith,Griffith,-34.2872,146.0467,0,0.169,0.3084,['Highest quality'],0.7734375,102.9296875,43.5078125,0.263671875,0.0078125,0.203125,-0.42,0.325,,0.87,93.3046875
199,199,2021,April,2021-04,Griffith,Griffith,-34.2872,146.0467,0,0.169,0.3084,['Highest quality'],0.7734375,102.9296875,43.5078125,0.263671875,0.0078125,0.203125,-0.42,0.325,,0.87,93.3046875
200,200,2018,November,2018-11,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1733,0.2649,['Highest quality'],1.845703125,170.203125,41.59375,0.12890625,0.1171875,87.5,0.62,0.623,,2.84,137.296875
201,201,2018,December,2018-12,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1871,0.2651,['Highest quality'],1.896484375,223.578125,86.546875,0.130859375,0.078125,44.3984375,-0.23,0.379,,1.44,154.3984375
202,202,2018,January,2018-01,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2075,0.3073,['Highest quality'],2.286132813,219.15625,61.6640625,0.0859375,0.0703125,54.6015625,-1.12,-0.135,,2.72,213.6015625
203,203,2019,November,2019-11,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1803,0.256,['Highest quality'],1.56640625,189.828125,48.3671875,0.1171875,0.1171875,49.203125,1.07,0.958,,-4.42,77.203125
204,204,2019,December,2019-12,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1394,0.2079,['Highest quality'],1.594726563,240.59375,20.546875,0.022460938,0,7.703125,0.73,0.312,,-1.78,66.40625
205,205,2020,January,2020-01,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1457,0.2141,['Highest quality'],1.56640625,228.0703125,12.421875,0.022460938,0.0078125,18.6015625,0.2,0.238,,0.57,75.5078125
206,206,2020,February,2020-02,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.144,0.2269,['Highest quality'],1.443359375,174.8046875,21.96875,0.077148438,0.0078125,28.6015625,0.3,0.134,,-0.36,54.90625
207,207,2020,March,2020-03,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1884,0.2867,['Highest quality'],1.541015625,136.671875,62.625,0.181640625,0.2578125,72.6015625,0.52,0.119,,2.05,119.8046875
208,208,2020,April,2020-04,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2073,0.3276,['Highest quality'],1.486328125,78.7421875,49.96875,0.176757813,0.0703125,87,0.48,0.064,,-1.72,188.203125
209,209,2020,May,2020-05,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.21,0.3373,['Lower quality'],1.533203125,56.3203125,39.7578125,0.239257813,0.0546875,21.796875,-0.42,0.378,,1.03,181.3984375
210,210,2020,June,2020-06,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1966,0.3303,['Lower quality'],1.4765625,37.578125,31.3359375,0.220703125,0.046875,56.703125,-0.02,0.568,,1.18,165.5
211,211,2020,July,2020-07,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2013,0.334,['Lower quality'],1.5234375,44.578125,36.1171875,0.2265625,0.015625,23,-0.44,0.417,,-0.97,101.5
212,212,2020,August,2020-08,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2262,0.3489,['Lower quality'],1.517578125,59.828125,49.3671875,0.263671875,0.0703125,76.796875,-1.28,-0.07,,-2.2,156.5
213,213,2020,September,2020-09,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2138,0.3393,['Highest quality'],1.46875,96.9609375,60.796875,0.233398438,0.0390625,54,-1.24,-0.084,,-0.25,153.796875
214,214,2020,October,2020-10,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2118,0.3427,['Lower quality'],1.505859375,132.8828125,75.5625,0.258789063,0.0703125,91.1015625,-1.19,0.233,,1.79,221.8984375
215,215,2020,November,2020-11,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2143,0.3101,['Highest quality'],1.4375,194.1796875,79.2109375,0.224609375,0.0546875,37.3984375,-1.19,0.143,,1.14,182.5
216,216,2020,December,2020-12,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2226,0.3097,['Highest quality'],1.455078125,215.671875,71.375,0.196289063,0.1484375,63.5,-1.86,0.1,,2.28,192
217,217,2021,January,2021-01,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1693,0.2471,['Highest quality'],1.431640625,209.1953125,57.59375,0.111328125,0.2109375,76.796875,-1.87,0.116,,1.95,177.6953125
218,218,2021,February,2021-02,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.229,0.3339,['Lower quality'],1.328125,167.609375,100.8046875,0.370117188,0.9296875,91.6015625,-1.84,0.323,,2.19,231.8984375
219,219,2021,March,2021-03,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2333,0.3404,['Highest quality'],1.493164063,126.9609375,73.6015625,0.190429688,0.21875,103.203125,-0.55,0.367,,-0.95,271.6015625
220,220,2021,April,2021-04,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2121,0.3421,['Highest quality'],1.458007813,89.59375,65.21875,0.166015625,0.0078125,1.203125,-0.42,0.325,,0.87,196.0078125
221,221,2021,April,2021-04,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2121,0.3421,['Highest quality'],1.458007813,89.59375,65.21875,0.166015625,0.0078125,1.203125,-0.42,0.325,,0.87,196.0078125
222,222,2018,October,2018-10,Forbes,Forbes,-33.3853,148.0079,0,0.1954,0.335,['Highest quality'],0.7421875,167.734375,30.5546875,0.096679688,0.0546875,45.1015625,0.24,0.844,,2.76,62.5
223,223,2018,November,2018-11,Forbes,Forbes,-33.3853,148.0079,0,0.2303,0.3695,['Highest quality'],0.713867188,183.109375,49.1328125,0.096679688,0.0703125,80.8984375,0.62,0.623,,2.84,132.6015625
224,224,2018,December,2018-12,Forbes,Forbes,-33.3853,148.0079,0,0.2465,0.3952,['Highest quality'],0.734375,235.40625,69.828125,0.126953125,0.0625,32.8984375,-0.23,0.379,,1.44,158.8984375
225,225,2019,January,2019-01,Forbes,Forbes,-33.3853,148.0079,0,0.1992,0.2928,['Highest quality'],0.728515625,260.84375,34.015625,0.040039063,0,24.5,0.36,0.452,,2.79,138.296875
226,226,2020,December,2020-12,Forbes,Forbes,-33.3853,148.0079,0,0.2447,0.3661,['Highest quality'],0.79296875,219.359375,55.515625,0.180664063,0.015625,28.8984375,-1.86,0.1,,2.28,145.6953125
227,227,2021,January,2021-01,Forbes,Forbes,-33.3853,148.0079,0,0.2477,0.3828,['Highest quality'],0.7890625,220.4296875,94.9296875,0.30859375,0.5078125,132.796875,-1.87,0.116,,1.95,190.1953125
228,228,2021,February,2021-02,Forbes,Forbes,-33.3853,148.0079,0,0.2691,0.4393,['Lower quality'],0.71875,180.15625,106.359375,0.40234375,0.4140625,101.796875,-1.84,0.323,,2.19,263.4921875
229,229,2021,March,2021-03,Forbes,Forbes,-33.3853,148.0079,0,0.2517,0.4229,['Lower quality'],0.801757813,139.078125,73.015625,0.331054688,4.6875,154.796875,-0.55,0.367,,-0.95,389.390625
230,230,2021,April,2021-04,Forbes,Forbes,-33.3853,148.0079,0,0.2895,0.4788,['Highest quality'],0.798828125,99.25,74.4453125,0.40234375,0.1796875,0.296875,-0.42,0.325,,0.87,256.890625
231,231,2018,October,2018-10,Oxley,Oxley,-34.1985,144.0993,0,0.1257,0.2381,['Highest quality'],0.169921875,170.8359375,13.1640625,0.048828125,0.015625,23.203125,0.24,0.844,,2.76,29
232,232,2018,November,2018-11,Oxley,Oxley,-34.1985,144.0993,0,0.1153,0.1937,['Highest quality'],0.1640625,194.7109375,22.953125,0.078125,0.0234375,26.8984375,0.62,0.623,,2.84,52
233,233,2018,December,2018-12,Oxley,Oxley,-34.1985,144.0993,0,0.2028,0.3646,['Highest quality'],0.169921875,231.3203125,39.6875,0.083984375,0.078125,37.3984375,-0.23,0.379,,1.44,87.5
234,234,2019,January,2019-01,Oxley,Oxley,-34.1985,144.0993,0,0.1773,0.2903,['Highest quality'],0.168945313,261.8828125,15.7421875,0.01953125,0,7.3984375,0.36,0.452,,2.79,71.6953125
235,235,2020,December,2020-12,Oxley,Oxley,-34.1985,144.0993,0,0.1626,0.2801,['Highest quality'],0.163085938,237.1015625,27.0390625,0.0546875,0.0078125,16.703125,-1.86,0.1,,2.28,107.703125
236,236,2021,January,2021-01,Oxley,Oxley,-34.1985,144.0993,0,0.1842,0.3114,['Highest quality'],0.162109375,234.640625,29.6875,0.060546875,0.078125,33.8984375,-1.87,0.116,,1.95,60.703125
237,237,2021,February,2021-02,Oxley,Oxley,-34.1985,144.0993,0,0.1941,0.3249,['Highest quality'],0.146484375,189.9296875,12.3203125,0.01953125,0,0,-1.84,0.323,,2.19,50.6015625
238,238,2021,March,2021-03,Oxley,Oxley,-34.1985,144.0993,0,0.1521,0.2531,['Highest quality'],0.162109375,152.5546875,3.8203125,0.008789063,0,8.8984375,-0.55,0.367,,-0.95,42.796875
239,239,2021,April,2021-04,Oxley,Oxley,-34.1985,144.0993,0,0.1786,0.308,['Highest quality'],0.15625,105.7109375,4.6171875,0.014648438,0,0.203125,-0.42,0.325,,0.87,9.1015625
240,240,2018,October,2018-10,Condobolin,Condobolin,-33.089,147.1511,0,0.183,0.3368,['Highest quality'],0.451171875,171.1953125,19.7265625,0.06640625,0.015625,30.203125,0.24,0.844,,2.76,39.8046875
241,241,2018,November,2018-11,Condobolin,Condobolin,-33.089,147.1511,0,0.1718,0.2964,['Lower quality'],0.434570313,188.40625,38.3515625,0.075195313,0.0234375,56.3984375,0.62,0.623,,2.84,92.203125
242,242,2018,December,2018-12,Condobolin,Condobolin,-33.089,147.1511,0,0.1729,0.2926,['Highest quality'],0.447265625,243.3515625,39.1640625,0.057617188,0.0078125,11.796875,-0.23,0.379,,1.44,98.3984375
243,243,2019,January,2019-01,Condobolin,Condobolin,-33.089,147.1511,0,0.1687,0.2708,['Highest quality'],0.4453125,274.015625,19.0625,0.020507813,0,18,0.36,0.452,,2.79,86.1953125
244,244,2020,December,2020-12,Condobolin,Condobolin,-33.089,147.1511,0,0.2215,0.357,['Highest quality'],0.427734375,230.1640625,49.609375,0.104492188,0.015625,24.703125,-1.86,0.1,,2.28,92.1015625
245,245,2021,January,2021-01,Condobolin,Condobolin,-33.089,147.1511,0,0.2417,0.3635,['Highest quality'],0.42578125,228.578125,58.484375,0.159179688,3.171875,150,-1.87,0.116,,1.95,204.1015625
246,246,2021,February,2021-02,Condobolin,Condobolin,-33.089,147.1511,0,0.2768,0.4152,['Highest quality'],0.393554688,185.5078125,100.4296875,0.453125,1.4609375,76.296875,-1.84,0.323,,2.19,251
247,247,2021,March,2021-03,Condobolin,Condobolin,-33.089,147.1511,0,0.2527,0.3975,['Highest quality'],0.444335938,147.8203125,93.5546875,0.254882813,1.5703125,115.203125,-0.55,0.367,,-0.95,341.5
248,248,2021,April,2021-04,Condobolin,Condobolin,-33.089,147.1511,0,0.2566,0.4334,['Highest quality'],0.435546875,102.2421875,74.1015625,0.203125,0.0390625,0.203125,-0.42,0.325,,0.87,191.703125
249,249,2018,October,2018-10,Cowra,Cowra,-33.835,148.6925,0,0.2312,0.3818,['Highest quality'],1.80078125,156.8515625,42.90625,0.100585938,0.1171875,44,0.24,0.844,,2.76,85.90625
250,250,2018,November,2018-11,Cowra,Cowra,-33.835,148.6925,0,0.229,0.3545,['Highest quality'],1.712890625,170.8203125,49.2421875,0.084960938,0.078125,65.5,0.62,0.623,,2.84,124.203125
