,Location,Year_Month,Deep_Drainage,E_Actual,PET_Actual,Qtot,Rainfall,Soil_M_root_zone,P_acc_3M,ENSO,IOD,SAMI,Probability_of_Drought,Longitude,Latitude
2892,Bowral,2021-01,1.6552734375,85.3984375,159.0859375,4.6015625,78.1015625,0.5869140625,269.203125,-1.0,0.116,1.95,0.05,150.4181,-34.4792
2893,Bowral,2021-02,1.4638671875,75.0078125,115.7890625,24.1640625,99.203125,0.6640625,287.90625,-1.0,0.323,2.19,0.0,150.4181,-34.4792
2894,Bowral,2021-03,1.6171875,73.1328125,106.9296875,116.5703125,238.0,0.6787109375,415.3046875,-0.8,0.367,-0.95,0.05,150.4181,-34.4792
2895,Bowral,2021-04,1.6572265625,56.4296875,83.140625,4.328125,2.296875,0.6708984375,339.5,-0.72,0.325,0.87,0.1,150.4181,-34.4792
2896,Bowral,2021-05,1.79296875,42.7421875,52.9765625,87.453125,187.1015625,0.76953125,427.3984375,-0.46,0.089,0.75,0.3,150.4181,-34.4792
2897,Bowral,2021-06,1.798828125,30.078125,39.84375,5.46875,46.296875,0.7421875,235.6953125,-0.28,0.112,1.88,0.45,150.4181,-34.4792
2898,Bowral,2021-07,1.9189453125,31.6171875,47.09375,3.5625,22.1015625,0.685546875,255.5,-0.39,-0.132,-1.06,0.3,150.4181,-34.4792
2899,Bowral,2021-08,1.9580078125,46.3828125,68.578125,12.3046875,90.203125,0.6279296875,158.6015625,-0.53,0.014,0.73,0.3,150.4181,-34.4792
2900,Bowral,2021-09,1.91796875,61.8984375,98.921875,2.6328125,24.0,0.65234375,136.3046875,-0.55,0.048,1.68,0.15,150.4181,-34.4792
2901,Bowral,2021-10,1.9375,84.9609375,128.515625,0.140625,64.703125,0.5654296875,178.90625,-0.94,0.068,0.8,0.1,150.4181,-34.4792
2902,Bowral,2021-11,1.8095703125,77.515625,114.2734375,41.5859375,153.6015625,0.6435546875,242.3046875,-0.94,0.192,2.69,0.05,150.4181,-34.4792
2903,Bowral,2021-12,1.826171875,112.046875,152.5,22.53125,99.203125,0.6484375,317.5078125,-1.06,-0.05,2.74,0.1,150.4181,-34.4792
2904,Bundanoon,2000-01,3.58203125,100.1484375,176.046875,5.1796875,39.203125,0.4970703125,117.609375,-1.77,-0.06,3.59,0.35,150.3,-34.65
2905,Bundanoon,2000-02,3.1064453125,78.4375,158.7265625,4.125,25.296875,0.3232421875,103.703125,-1.55,0.071,2.32,0.0,150.3,-34.65
2906,Bundanoon,2000-03,3.259765625,77.2578125,106.5703125,28.234375,233.6015625,0.6015625,298.1015625,-0.98,0.24,0.74,0.0,150.3,-34.65
2907,Bundanoon,2000-04,3.603515625,59.0859375,76.4140625,6.0546875,45.296875,0.6630859375,304.1953125,-0.87,0.217,0.97,0.0,150.3,-34.65
2908,Bundanoon,2000-05,3.9853515625,40.2578125,54.609375,4.90625,35.6015625,0.5302734375,314.5,-0.86,0.192,1.9,0.15,150.3,-34.65
2909,Bundanoon,2000-06,3.9443359375,32.4296875,40.9921875,4.4609375,63.703125,0.4267578125,144.6015625,-0.79,0.091,-0.31,0.15,150.3,-34.65
2910,Bundanoon,2000-07,4.21875,36.015625,46.5078125,5.2109375,34.703125,0.5302734375,134.0078125,-0.67,0.174,0.52,0.3,150.3,-34.65
2911,Bundanoon,2000-08,4.296875,45.3125,64.859375,4.46875,23.6015625,0.416015625,122.0078125,-0.49,0.243,-1.22,0.15,150.3,-34.65
2912,Bundanoon,2000-09,4.009765625,54.71875,105.015625,4.2578125,44.0,0.328125,102.3046875,-0.52,0.01,-3.2,0.25,150.3,-34.65
2913,Bundanoon,2000-10,3.8291015625,65.96875,127.125,4.4296875,42.1015625,0.3310546875,109.703125,-0.7,0.017,1.21,0.25,150.3,-34.65
2914,Bundanoon,2000-11,3.52734375,83.625,124.3828125,5.921875,169.203125,0.521484375,255.3046875,-0.79,-0.183,-1.32,0.0,150.3,-34.65
2915,Bundanoon,2000-12,3.59375,126.609375,204.515625,5.046875,48.203125,0.5185546875,259.5078125,-0.92,-0.178,-2.05,0.0,150.3,-34.65
2916,Bundanoon,2001-01,3.2890625,95.9375,169.859375,4.671875,88.5,0.3740234375,305.90625,-0.73,-0.366,1.43,0.0,150.3,-34.65
2917,Bundanoon,2001-02,3.0,95.9765625,125.2109375,24.703125,178.796875,0.671875,315.5,-0.63,0.063,-2.7,0.0,150.3,-34.65
2918,Bundanoon,2001-03,3.58984375,84.3203125,116.09375,5.7109375,86.296875,0.658203125,353.59375,-0.48,0.09,-0.57,0.0,150.3,-34.65
2919,Bundanoon,2001-04,3.525390625,65.4453125,85.4609375,4.6328125,55.8984375,0.4658203125,320.9921875,-0.49,0.212,3.49,0.0,150.3,-34.65
2920,Bundanoon,2001-05,3.646484375,43.2109375,53.3828125,4.734375,46.203125,0.4775390625,188.3984375,-0.34,0.217,-1.75,0.3,150.3,-34.65
2921,Bundanoon,2001-06,3.5341796875,31.3125,42.8359375,4.25,14.296875,0.384765625,116.3984375,-0.19,0.241,-0.02,0.2,150.3,-34.65
2922,Bundanoon,2001-07,3.6611328125,37.9453125,42.8359375,5.421875,118.1015625,0.470703125,178.6015625,-0.04,-0.043,0.2,0.4,150.3,-34.65
2923,Bundanoon,2001-08,3.8369140625,47.9375,66.875,5.4140625,104.703125,0.529296875,237.1015625,-0.05,-0.189,-0.15,0.4,150.3,-34.65
2924,Bundanoon,2001-09,3.9912109375,71.546875,98.3515625,5.3515625,32.0,0.6220703125,254.8046875,-0.2,-0.117,1.46,0.1,150.3,-34.65
2925,Bundanoon,2001-10,4.1064453125,87.2578125,139.921875,4.9140625,57.796875,0.4873046875,194.5,-0.14,-0.291,1.36,0.05,150.3,-34.65
2926,Bundanoon,2001-11,3.7529296875,84.8828125,141.1953125,5.0234375,95.203125,0.4765625,185.0,-0.37,-0.122,2.54,0.0,150.3,-34.65
2927,Bundanoon,2001-12,3.5625,93.0078125,192.6640625,4.4765625,28.1015625,0.38671875,181.1015625,-0.41,0.019,1.16,0.1,150.3,-34.65
2928,Bundanoon,2002-01,3.078125,90.1328125,196.9296875,4.3359375,64.296875,0.2978515625,187.6015625,-0.15,-0.077,2.22,0.05,150.3,-34.65
2929,Bundanoon,2002-02,2.8193359375,87.7109375,117.1171875,25.2421875,235.296875,0.724609375,327.6953125,-0.04,-0.018,2.8,0.0,150.3,-34.65
2930,Bundanoon,2002-03,3.423828125,89.46875,119.2578125,5.3046875,75.203125,0.5830078125,374.796875,0.01,0.108,-4.42,0.25,150.3,-34.65
2931,Bundanoon,2002-04,3.3916015625,68.6640625,82.0625,5.140625,75.1015625,0.5869140625,385.6015625,0.02,-0.277,1.6,0.3,150.3,-34.65
2932,Bundanoon,2002-05,3.6416015625,44.0078125,54.8359375,4.6875,33.5,0.5087890625,183.8046875,0.31,-0.249,-1.69,0.9,150.3,-34.65
2933,Bundanoon,2002-06,3.6240234375,32.140625,42.7265625,4.4765625,38.8984375,0.470703125,147.5,0.72,-0.076,-0.43,0.7,150.3,-34.65
2934,Bundanoon,2002-07,3.8291015625,32.3203125,46.5703125,4.296875,14.703125,0.3984375,87.1015625,0.74,-0.164,-0.67,0.75,150.3,-34.65
2935,Bundanoon,2002-08,3.73046875,41.265625,68.515625,4.1484375,22.703125,0.30859375,76.3046875,0.87,-0.096,1.14,0.5,150.3,-34.65
2936,Bundanoon,2002-09,3.37890625,50.953125,109.296875,3.9921875,25.3984375,0.28125,62.8046875,1.09,0.392,-2.18,0.8,150.3,-34.65
2937,Bundanoon,2002-10,3.140625,60.5859375,154.8984375,3.953125,7.3984375,0.201171875,55.5,1.25,0.565,-5.77,0.75,150.3,-34.65
2938,Bundanoon,2002-11,2.66796875,68.765625,167.2890625,3.7578125,11.3984375,0.099609375,44.1953125,1.47,0.22,0.03,0.85,150.3,-34.65
2939,Bundanoon,2002-12,2.533203125,81.703125,197.921875,4.1015625,63.1015625,0.13671875,81.8984375,1.37,-0.088,1.29,0.6,150.3,-34.65
2940,Bundanoon,2003-01,2.4384765625,69.8203125,199.703125,3.984375,44.8984375,0.09765625,119.3984375,0.6,-0.174,-0.52,0.8,150.3,-34.65
2941,Bundanoon,2003-02,2.138671875,41.765625,127.8046875,4.0390625,118.0,0.1435546875,226.0,0.64,0.097,-0.98,0.55,150.3,-34.65
2942,Bundanoon,2003-03,2.3798828125,76.3203125,118.7265625,4.3671875,82.0,0.3232421875,244.8984375,0.36,0.061,-0.07,0.65,150.3,-34.65
2943,Bundanoon,2003-04,2.294921875,54.6015625,73.9140625,4.0234375,82.296875,0.3037109375,282.296875,-0.14,-0.024,2.21,0.25,150.3,-34.65
2944,Bundanoon,2003-05,2.3955078125,43.1328125,52.515625,5.359375,152.296875,0.5185546875,316.59375,-0.61,-0.084,1.04,0.2,150.3,-34.65
2945,Bundanoon,2003-06,2.63671875,29.9609375,41.6875,4.8203125,42.6015625,0.6484375,277.1953125,-0.29,0.252,-2.52,0.3,150.3,-34.65
2946,Bundanoon,2003-07,3.095703125,30.890625,43.828125,4.734375,34.5,0.59765625,229.3984375,0.21,0.228,1.2,0.8,150.3,-34.65
2947,Bundanoon,2003-08,3.2958984375,42.1640625,64.0,4.2578125,35.796875,0.4638671875,112.8984375,0.26,0.22,2.33,0.65,150.3,-34.65
2948,Bundanoon,2003-09,3.181640625,53.4765625,107.171875,3.9375,22.1015625,0.3759765625,92.3984375,0.27,0.045,-0.99,0.6,150.3,-34.65
2949,Bundanoon,2003-10,3.1728515625,66.609375,116.734375,4.375,77.0,0.40625,134.8984375,0.42,-0.084,0.12,0.5,150.3,-34.65
2950,Bundanoon,2003-11,2.9052734375,75.40625,146.671875,4.578125,126.1015625,0.4208984375,225.203125,0.33,-0.036,-0.15,0.6,150.3,-34.65
2951,Bundanoon,2003-12,2.953125,101.1484375,168.3515625,4.6015625,42.203125,0.5087890625,245.3046875,0.43,0.258,-0.69,0.6,150.3,-34.65
2952,Bundanoon,2004-01,2.7353515625,90.7578125,184.6875,4.1796875,74.6015625,0.3564453125,242.90625,0.27,0.109,2.56,0.45,150.3,-34.65
2953,Bundanoon,2004-02,2.404296875,86.65625,155.0234375,3.9921875,84.8984375,0.345703125,201.703125,0.23,0.194,-3.33,0.6,150.3,-34.65
2954,Bundanoon,2004-03,2.5,81.8046875,124.984375,4.5,55.3984375,0.412109375,214.8984375,0.12,0.177,0.74,0.75,150.3,-34.65
2955,Bundanoon,2004-04,2.3544921875,50.46875,86.078125,3.7734375,35.203125,0.3115234375,175.5,0.07,-0.005,1.2,0.5,150.3,-34.65
2956,Bundanoon,2004-05,2.3525390625,25.9453125,59.265625,3.6484375,4.1015625,0.2158203125,94.703125,0.06,-0.485,-0.15,0.65,150.3,-34.65
2957,Bundanoon,2004-06,2.1982421875,17.9453125,43.921875,3.484375,12.6015625,0.177734375,51.90625,0.13,-0.27,1.69,0.55,150.3,-34.65
2958,Bundanoon,2004-07,2.1982421875,26.0,44.2265625,3.640625,32.8984375,0.1953125,49.6015625,0.49,-0.204,2.52,0.3,150.3,-34.65
2959,Bundanoon,2004-08,2.1279296875,34.6484375,68.3828125,3.578125,24.1015625,0.185546875,69.6015625,0.76,-0.02,0.0,0.75,150.3,-34.65
2960,Bundanoon,2004-09,1.9833984375,48.2421875,95.875,3.5,47.3984375,0.1875,104.3984375,0.81,0.0,1.77,0.9,150.3,-34.65
2961,Bundanoon,2004-10,1.9970703125,79.640625,131.4921875,4.4453125,131.6015625,0.3310546875,203.1015625,0.73,0.155,-0.59,0.7,150.3,-34.65
2962,Bundanoon,2004-11,1.9384765625,93.609375,155.75,3.875,62.5,0.392578125,241.5,0.66,-0.03,-1.18,0.75,150.3,-34.65
2963,Bundanoon,2004-12,1.953125,95.3046875,178.8046875,3.7890625,78.3984375,0.2646484375,272.5,0.74,-0.063,-1.02,0.5,150.3,-34.65
2964,Bundanoon,2005-01,1.8916015625,86.2421875,188.609375,3.625,69.5,0.15625,210.3984375,0.66,-0.058,1.07,0.65,150.3,-34.65
2965,Bundanoon,2005-02,1.703125,90.8125,134.3515625,5.5625,168.3984375,0.33984375,316.296875,0.36,-0.48,1.59,0.6,150.3,-34.65
2966,Bundanoon,2005-03,1.935546875,83.03125,116.78125,4.140625,73.0,0.36328125,310.8984375,0.45,-0.332,-0.12,0.6,150.3,-34.65
2967,Bundanoon,2005-04,1.873046875,62.90625,87.3984375,3.3671875,12.703125,0.275390625,254.1015625,0.26,0.16,3.46,0.55,150.3,-34.65
2968,Bundanoon,2005-05,1.8818359375,34.1328125,56.8828125,3.390625,29.1015625,0.169921875,114.8046875,0.3,0.046,-0.45,0.95,150.3,-34.65
2969,Bundanoon,2005-06,1.7705078125,29.1015625,41.8984375,3.5703125,91.1015625,0.189453125,132.90625,0.04,-0.062,-0.41,0.65,150.3,-34.65
2970,Bundanoon,2005-07,1.9453125,33.34375,46.34375,5.2265625,89.203125,0.5732421875,209.40625,-0.23,-0.287,-0.5,0.3,150.3,-34.65
2971,Bundanoon,2005-08,2.109375,43.90625,68.125,3.578125,11.296875,0.41796875,191.6015625,-0.05,-0.233,0.5,0.4,150.3,-34.65
2972,Bundanoon,2005-09,2.03515625,63.515625,88.828125,3.546875,94.703125,0.345703125,195.203125,-0.04,-0.428,0.39,0.35,150.3,-34.65
2973,Bundanoon,2005-10,2.05859375,74.28125,126.328125,3.6640625,50.1015625,0.3544921875,156.1015625,-0.06,-0.276,-0.11,0.35,150.3,-34.65
2974,Bundanoon,2005-11,1.9404296875,88.25,133.4140625,4.0859375,151.203125,0.42578125,296.0078125,-0.59,-0.149,0.66,0.1,150.3,-34.65
2975,Bundanoon,2005-12,2.005859375,125.3359375,224.8046875,4.2109375,38.8984375,0.4716796875,240.203125,-0.92,-0.23,-2.76,0.1,150.3,-34.65
2976,Bundanoon,2006-01,1.9267578125,99.5,162.5546875,4.1171875,114.3984375,0.3486328125,304.5,-0.91,-0.07,0.56,0.1,150.3,-34.65
2977,Bundanoon,2006-02,1.7001953125,85.0078125,150.1171875,3.1015625,58.796875,0.25390625,212.09375,-0.67,-0.225,-1.85,0.1,150.3,-34.65
2978,Bundanoon,2006-03,1.828125,74.8828125,125.6171875,3.3515625,40.0,0.193359375,213.1953125,-0.71,-0.126,1.66,0.05,150.3,-34.65
2979,Bundanoon,2006-04,1.7177734375,42.8046875,94.65625,2.984375,5.0,0.08984375,103.796875,-0.32,0.06,-0.69,0.45,150.3,-34.65
