,Location,Year_Month,Deep_Drainage,E_Actual,PET_Actual,Qtot,Rainfall,Soil_M_root_zone,P_acc_3M,ENSO,IOD,SAMI,Probability_of_Drought,Longitude,Latitude
11608,Moree,2021-05,0.34375,54.3359375,84.90625,0.0390625,20.703125,0.4208984375,235.0078125,-0.46,0.089,0.75,0.1,149.8417,-29.4635
11609,Moree,2021-06,0.333984375,41.6015625,63.4765625,0.59375,69.1015625,0.4384765625,105.0078125,-0.28,0.112,1.88,0.4,149.8417,-29.4635
11610,Moree,2021-07,0.34765625,46.71875,71.796875,6.40625,50.203125,0.4521484375,140.0078125,-0.39,-0.132,-1.06,0.6,149.8417,-29.4635
11611,Moree,2021-08,0.34765625,50.5625,99.0078125,1.0390625,33.296875,0.3642578125,152.6015625,-0.53,0.014,0.73,0.25,149.8417,-29.4635
11612,Moree,2021-09,0.3349609375,30.765625,129.2421875,1.3359375,70.796875,0.314453125,154.296875,-0.55,0.048,1.68,0.15,149.8417,-29.4635
11613,Moree,2021-10,0.3447265625,65.171875,180.8515625,5.4609375,36.0,0.388671875,140.09375,-0.94,0.068,0.8,0.25,149.8417,-29.4635
11614,Moree,2021-11,0.33203125,80.53125,183.5,15.40625,135.5,0.4453125,242.296875,-0.94,0.192,2.69,0.0,149.8417,-29.4635
11615,Moree,2021-12,0.3427734375,106.1015625,237.9140625,2.234375,51.3984375,0.384765625,222.8984375,-1.06,-0.05,2.74,0.15,149.8417,-29.4635
11616,Uralla,2000-01,2.2138671875,91.7890625,186.6640625,1.9296875,41.5,0.20703125,124.5,-1.77,-0.06,3.59,0.2,151.483,-30.633
11617,Uralla,2000-02,2.0234375,71.5546875,171.234375,1.796875,46.6015625,0.115234375,129.6015625,-1.55,0.071,2.32,0.1,151.483,-30.633
11618,Uralla,2000-03,2.1298828125,71.0,127.5625,4.59375,120.296875,0.19140625,208.3984375,-0.98,0.24,0.74,0.0,151.483,-30.633
11619,Uralla,2000-04,2.0595703125,65.6484375,89.390625,1.3046875,36.296875,0.18359375,203.1953125,-0.87,0.217,0.97,0.0,151.483,-30.633
11620,Uralla,2000-05,2.08984375,35.984375,66.234375,0.875,27.6015625,0.076171875,184.1953125,-0.86,0.192,1.9,0.0,151.483,-30.633
11621,Uralla,2000-06,1.9765625,22.671875,48.34375,0.375,10.1015625,0.0439453125,74.0,-0.79,0.091,-0.31,0.2,151.483,-30.633
11622,Uralla,2000-07,1.9990234375,29.9375,52.9140625,2.1640625,57.1015625,0.0888671875,94.8046875,-0.67,0.174,0.52,0.15,151.483,-30.633
11623,Uralla,2000-08,1.96484375,47.265625,71.2421875,1.71875,43.796875,0.125,111.0,-0.49,0.243,-1.22,0.1,151.483,-30.633
11624,Uralla,2000-09,1.8662109375,46.6015625,120.3203125,0.859375,20.703125,0.0810546875,121.6015625,-0.52,0.01,-3.2,0.35,151.483,-30.633
11625,Uralla,2000-10,1.892578125,45.8046875,132.5859375,3.5546875,87.1015625,0.1240234375,151.6015625,-0.7,0.017,1.21,0.2,151.483,-30.633
11626,Uralla,2000-11,1.8427734375,93.9609375,138.765625,6.875,183.796875,0.3427734375,291.6015625,-0.79,-0.183,-1.32,0.15,151.483,-30.633
11627,Uralla,2000-12,2.0078125,133.453125,187.953125,3.3671875,79.0,0.396484375,349.8984375,-0.92,-0.178,-2.05,0.1,151.483,-30.633
11628,Uralla,2001-01,1.994140625,77.5859375,199.484375,1.3359375,66.203125,0.1357421875,329.0,-0.73,-0.366,1.43,0.0,151.483,-30.633
11629,Uralla,2001-02,1.78515625,82.6875,149.1015625,2.6640625,45.0,0.2060546875,190.203125,-0.63,0.063,-2.7,0.2,151.483,-30.633
11630,Uralla,2001-03,1.9521484375,69.9375,126.8125,4.921875,146.8984375,0.193359375,258.1015625,-0.48,0.09,-0.57,0.0,151.483,-30.633
11631,Uralla,2001-04,1.91015625,63.5703125,91.90625,0.8046875,18.5,0.248046875,210.3984375,-0.49,0.212,3.49,0.0,151.483,-30.633
11632,Uralla,2001-05,1.947265625,43.484375,60.7265625,1.1953125,38.0,0.1513671875,203.3984375,-0.34,0.217,-1.75,0.15,151.483,-30.633
11633,Uralla,2001-06,1.845703125,28.1328125,51.9140625,0.421875,10.6015625,0.11328125,67.1015625,-0.19,0.241,-0.02,0.2,151.483,-30.633
11634,Uralla,2001-07,1.8662109375,26.2265625,51.0078125,1.9921875,64.1015625,0.1220703125,112.703125,-0.04,-0.043,0.2,0.6,151.483,-30.633
11635,Uralla,2001-08,1.8369140625,39.375,71.2265625,1.484375,41.3984375,0.1669921875,116.1015625,-0.05,-0.189,-0.15,0.45,151.483,-30.633
11636,Uralla,2001-09,1.7509765625,59.40625,103.84375,1.34375,31.1015625,0.1787109375,136.6015625,-0.2,-0.117,1.46,0.1,151.483,-30.633
11637,Uralla,2001-10,1.7744140625,64.34375,142.859375,1.8984375,54.6015625,0.115234375,127.1015625,-0.14,-0.291,1.36,0.2,151.483,-30.633
11638,Uralla,2001-11,1.6875,64.0859375,138.078125,3.75,122.1015625,0.1357421875,207.8046875,-0.37,-0.122,2.54,0.05,151.483,-30.633
11639,Uralla,2001-12,1.744140625,104.765625,195.109375,1.8828125,43.8984375,0.1748046875,220.6015625,-0.41,0.019,1.16,0.25,151.483,-30.633
11640,Uralla,2002-01,1.7197265625,76.7421875,204.5078125,2.78125,84.796875,0.111328125,250.796875,-0.15,-0.077,2.22,0.15,151.483,-30.633
11641,Uralla,2002-02,1.5400390625,75.2734375,135.5,2.1484375,73.296875,0.1552734375,201.9921875,-0.04,-0.018,2.8,0.3,151.483,-30.633
11642,Uralla,2002-03,1.681640625,43.78125,144.6875,2.0234375,90.3984375,0.0791015625,248.4921875,0.01,0.108,-4.42,0.55,151.483,-30.633
11643,Uralla,2002-04,1.619140625,56.8671875,97.0625,0.921875,2.796875,0.1708984375,166.4921875,0.02,-0.277,1.6,0.35,151.483,-30.633
11644,Uralla,2002-05,1.6455078125,21.8671875,67.5859375,0.15625,5.5,0.0322265625,98.6953125,0.31,-0.249,-1.69,0.85,151.483,-30.633
11645,Uralla,2002-06,1.5615234375,18.9453125,52.1875,1.125,39.1015625,0.080078125,47.3984375,0.72,-0.076,-0.43,0.8,151.483,-30.633
11646,Uralla,2002-07,1.5859375,24.453125,56.6875,0.2109375,7.0,0.0576171875,51.6015625,0.74,-0.164,-0.67,0.95,151.483,-30.633
11647,Uralla,2002-08,1.5537109375,17.7734375,77.890625,1.03125,36.1015625,0.046875,82.203125,0.87,-0.096,1.14,0.8,151.483,-30.633
11648,Uralla,2002-09,1.4794921875,46.859375,113.890625,1.0234375,36.296875,0.091796875,79.3984375,1.09,0.392,-2.18,0.85,151.483,-30.633
11649,Uralla,2002-10,1.5009765625,35.8359375,168.0078125,0.703125,27.203125,0.0439453125,99.6015625,1.25,0.565,-5.77,1.0,151.483,-30.633
11650,Uralla,2002-11,1.4267578125,38.84375,191.875,1.59375,76.703125,0.080078125,140.203125,1.47,0.22,0.03,0.85,151.483,-30.633
11651,Uralla,2002-12,1.4716796875,78.8515625,198.140625,2.09375,65.3984375,0.181640625,169.3046875,1.37,-0.088,1.29,0.75,151.483,-30.633
11652,Uralla,2003-01,1.4619140625,54.1484375,215.4375,0.484375,20.1015625,0.0751953125,162.203125,0.6,-0.174,-0.52,0.7,151.483,-30.633
11653,Uralla,2003-02,1.3017578125,27.1875,132.2890625,4.3671875,140.203125,0.150390625,225.703125,0.64,0.097,-0.98,0.6,151.483,-30.633
11654,Uralla,2003-03,1.53125,67.7265625,124.4921875,1.578125,57.0,0.427734375,217.3046875,0.36,0.061,-0.07,0.95,151.483,-30.633
11655,Uralla,2003-04,1.5439453125,52.953125,81.9140625,1.9765625,107.3984375,0.427734375,304.6015625,-0.14,-0.024,2.21,0.25,151.483,-30.633
11656,Uralla,2003-05,1.666015625,40.9609375,64.1953125,0.7890625,16.203125,0.4267578125,180.6015625,-0.61,-0.084,1.04,0.15,151.483,-30.633
11657,Uralla,2003-06,1.64453125,32.640625,49.7421875,0.75,39.796875,0.337890625,163.3984375,-0.29,0.252,-2.52,0.25,151.483,-30.633
11658,Uralla,2003-07,1.7255859375,34.2265625,50.1953125,0.8671875,34.0,0.3515625,90.0,0.21,0.228,1.2,0.8,151.483,-30.633
11659,Uralla,2003-08,1.7412109375,39.921875,70.265625,1.25,51.796875,0.3154296875,125.59375,0.26,0.22,2.33,0.7,151.483,-30.633
11660,Uralla,2003-09,1.6806640625,37.4140625,119.3984375,0.296875,7.3984375,0.279296875,93.1953125,0.27,0.045,-0.99,0.9,151.483,-30.633
11661,Uralla,2003-10,1.7109375,64.3359375,128.421875,2.0546875,86.5,0.365234375,145.6953125,0.42,-0.084,0.12,0.7,151.483,-30.633
11662,Uralla,2003-11,1.599609375,63.03125,163.515625,1.8515625,68.203125,0.310546875,162.1015625,0.33,-0.036,-0.15,0.9,151.483,-30.633
11663,Uralla,2003-12,1.630859375,107.359375,195.84375,2.921875,87.703125,0.443359375,242.40625,0.43,0.258,-0.69,0.7,151.483,-30.633
11664,Uralla,2004-01,1.6328125,95.9765625,182.3984375,41.5703125,249.203125,0.5322265625,405.109375,0.27,0.109,2.56,0.4,151.483,-30.633
11665,Uralla,2004-02,1.7392578125,120.2890625,166.828125,3.203125,75.1015625,0.58203125,412.0078125,0.23,0.194,-3.33,0.75,151.483,-30.633
11666,Uralla,2004-03,1.9072265625,91.5546875,129.8203125,1.5,54.796875,0.4306640625,379.1015625,0.12,0.177,0.74,0.85,151.483,-30.633
11667,Uralla,2004-04,1.818359375,43.4765625,103.3203125,0.3046875,27.296875,0.2626953125,157.1953125,0.07,-0.005,1.2,0.7,151.483,-30.633
11668,Uralla,2004-05,1.8349609375,33.859375,68.0234375,0.9140625,23.203125,0.248046875,105.296875,0.06,-0.485,-0.15,0.8,151.483,-30.633
11669,Uralla,2004-06,1.7490234375,31.671875,50.2890625,0.78125,30.8984375,0.2685546875,81.3984375,0.13,-0.27,1.69,0.6,151.483,-30.633
11670,Uralla,2004-07,1.78125,29.96875,53.3046875,1.0625,43.703125,0.232421875,97.8046875,0.49,-0.204,2.52,0.3,151.483,-30.633
11671,Uralla,2004-08,1.7578125,42.8828125,73.8515625,1.078125,52.1015625,0.2744140625,126.703125,0.76,-0.02,0.0,0.95,151.483,-30.633
11672,Uralla,2004-09,1.6796875,65.21875,106.515625,1.953125,53.296875,0.33984375,149.1015625,0.81,0.0,1.77,0.8,151.483,-30.633
11673,Uralla,2004-10,1.6953125,76.8671875,146.3359375,2.484375,90.8984375,0.326171875,196.296875,0.73,0.155,-0.59,0.75,151.483,-30.633
11674,Uralla,2004-11,1.6142578125,94.234375,167.0625,1.9765625,68.796875,0.349609375,212.9921875,0.66,-0.03,-1.18,0.85,151.483,-30.633
11675,Uralla,2004-12,1.6328125,104.6015625,184.765625,3.046875,116.3984375,0.33984375,276.09375,0.74,-0.063,-1.02,0.5,151.483,-30.633
11676,Uralla,2005-01,1.609375,101.859375,187.7578125,2.5,87.0,0.291015625,272.1953125,0.66,-0.058,1.07,0.75,151.483,-30.633
11677,Uralla,2005-02,1.4404296875,93.4375,164.390625,1.7734375,66.8984375,0.228515625,270.296875,0.36,-0.48,1.59,0.9,151.483,-30.633
11678,Uralla,2005-03,1.568359375,67.1015625,143.5859375,0.875,31.1015625,0.111328125,185.0,0.45,-0.332,-0.12,0.7,151.483,-30.633
11679,Uralla,2005-04,1.4892578125,21.15625,107.75,0.0546875,1.6015625,0.025390625,99.6015625,0.26,0.16,3.46,0.4,151.483,-30.633
11680,Uralla,2005-05,1.5087890625,13.2421875,68.09375,0.3984375,17.3984375,0.0302734375,50.1015625,0.3,0.046,-0.45,0.85,151.483,-30.633
11681,Uralla,2005-06,1.4453125,16.7890625,47.4921875,2.96875,126.203125,0.1943359375,145.203125,0.04,-0.062,-0.41,0.6,151.483,-30.633
11682,Uralla,2005-07,1.587890625,32.28125,54.21875,1.21875,35.703125,0.4375,179.3046875,-0.23,-0.287,-0.5,0.3,151.483,-30.633
11683,Uralla,2005-08,1.681640625,46.640625,74.3359375,0.5546875,21.1015625,0.3466796875,183.0078125,-0.05,-0.233,0.5,0.4,151.483,-30.633
11684,Uralla,2005-09,1.6708984375,67.0078125,97.484375,3.5859375,113.203125,0.4248046875,170.0078125,-0.04,-0.428,0.39,0.4,151.483,-30.633
11685,Uralla,2005-10,1.7431640625,74.109375,134.953125,1.140625,50.0,0.302734375,184.3046875,-0.06,-0.276,-0.11,0.45,151.483,-30.633
11686,Uralla,2005-11,1.69140625,99.1953125,151.640625,4.84375,173.703125,0.4775390625,336.90625,-0.59,-0.149,0.66,0.15,151.483,-30.633
11687,Uralla,2005-12,1.7958984375,125.109375,214.5234375,2.640625,89.8984375,0.478515625,313.6015625,-0.92,-0.23,-2.76,0.15,151.483,-30.633
11688,Uralla,2006-01,1.775390625,101.6328125,180.8359375,2.28125,82.296875,0.4091796875,345.8984375,-0.91,-0.07,0.56,0.1,151.483,-30.633
11689,Uralla,2006-02,1.568359375,72.78125,153.7734375,1.625,68.3984375,0.31640625,240.59375,-0.67,-0.225,-1.85,0.1,151.483,-30.633
11690,Uralla,2006-03,1.7109375,66.1796875,133.9453125,0.9921875,62.703125,0.26953125,213.3984375,-0.71,-0.126,1.66,0.0,151.483,-30.633
11691,Uralla,2006-04,1.6240234375,55.671875,99.0859375,1.4453125,28.5,0.2568359375,159.6015625,-0.32,0.06,-0.69,0.25,151.483,-30.633
11692,Uralla,2006-05,1.6455078125,28.203125,66.84375,0.1015625,1.6015625,0.1591796875,92.8046875,-0.09,-0.128,2.28,0.2,151.483,-30.633
11693,Uralla,2006-06,1.5615234375,24.3828125,46.78125,1.390625,52.0,0.1953125,82.1015625,0.0,0.055,2.05,0.45,151.483,-30.633
11694,Uralla,2006-07,1.5966796875,36.8984375,51.1328125,1.6015625,59.1015625,0.2529296875,112.703125,0.01,0.137,1.61,0.4,151.483,-30.633
11695,Uralla,2006-08,1.5869140625,44.3984375,76.203125,0.265625,10.3984375,0.2177734375,121.5,0.31,0.341,-2.64,0.9,151.483,-30.633
11696,Uralla,2006-09,1.501953125,47.53125,112.0078125,0.8515625,35.5,0.1494140625,105.0,0.6,0.534,-0.26,0.75,151.483,-30.633
11697,Uralla,2006-10,1.513671875,51.96875,156.34375,0.8984375,35.3984375,0.0869140625,81.296875,0.7,0.736,1.79,0.7,151.483,-30.633
11698,Uralla,2006-11,1.4755859375,98.5390625,169.5546875,2.8984375,109.6015625,0.26953125,180.5,0.99,0.624,0.14,0.85,151.483,-30.633
11699,Uralla,2006-12,1.5244140625,66.09375,174.0078125,1.125,46.5,0.091796875,191.5,1.14,0.241,1.34,0.5,151.483,-30.633
11700,Uralla,2007-01,1.4990234375,53.828125,199.1484375,1.3828125,62.296875,0.08203125,218.3984375,0.7,0.29,0.03,0.75,151.483,-30.633
11701,Uralla,2007-02,1.3408203125,64.375,147.78125,2.1953125,129.1015625,0.1572265625,237.8984375,0.13,0.23,2.36,0.7,151.483,-30.633
11702,Uralla,2007-03,1.5673828125,91.0,136.515625,3.25,108.203125,0.44140625,299.6015625,-0.18,0.216,-0.77,0.1,151.483,-30.633
11703,Uralla,2007-04,1.5693359375,62.359375,92.96875,1.09375,61.203125,0.267578125,298.5078125,-0.32,0.175,-0.33,0.2,151.483,-30.633
11704,Uralla,2007-05,1.6171875,48.7421875,68.859375,0.921875,24.1015625,0.2841796875,193.5078125,-0.47,0.349,-1.02,0.15,151.483,-30.633
11705,Uralla,2007-06,1.5546875,31.171875,42.1015625,1.2578125,63.6015625,0.2822265625,148.90625,-0.35,0.144,-0.65,0.4,151.483,-30.633
11706,Uralla,2007-07,1.6083984375,33.609375,49.6171875,0.453125,11.6015625,0.2998046875,99.3046875,-0.59,0.141,-2.67,0.1,151.483,-30.633
11707,Uralla,2007-08,1.595703125,39.3125,73.890625,2.4765625,85.6015625,0.2939453125,160.8046875,-0.72,0.349,-0.28,0.1,151.483,-30.633
11708,Uralla,2007-09,1.55078125,54.421875,107.984375,0.1953125,4.0,0.287109375,101.203125,-1.11,0.341,-1.88,0.2,151.483,-30.633
11709,Uralla,2007-10,1.5556640625,57.609375,157.1640625,1.5390625,79.3984375,0.1904296875,169.0,-1.39,0.227,-0.86,0.0,151.483,-30.633
11710,Uralla,2007-11,1.498046875,92.265625,142.5078125,3.015625,114.203125,0.36328125,197.6015625,-1.54,0.1,0.03,0.0,151.483,-30.633
11711,Uralla,2007-12,1.58984375,123.328125,167.9453125,3.390625,135.0,0.4677734375,328.6015625,-1.58,-0.157,2.8,0.15,151.483,-30.633
11712,Uralla,2008-01,1.609375,105.6875,165.0078125,2.0625,81.0,0.3642578125,330.203125,-1.68,0.18,2.56,0.0,151.483,-30.633
11713,Uralla,2008-02,1.5107421875,92.328125,131.0703125,2.7265625,117.6015625,0.431640625,333.6015625,-1.67,0.008,1.09,0.05,151.483,-30.633
11714,Uralla,2008-03,1.6044921875,67.421875,143.1875,0.40625,5.1015625,0.24609375,203.703125,-1.21,0.197,0.63,0.0,151.483,-30.633
11715,Uralla,2008-04,1.5126953125,32.828125,91.03125,0.7421875,34.296875,0.140625,157.0,-0.99,-0.078,-0.81,0.05,151.483,-30.633
11716,Uralla,2008-05,1.53125,41.390625,66.7734375,0.53125,20.203125,0.1396484375,59.6015625,-0.84,0.258,-0.66,0.1,151.483,-30.633
11717,Uralla,2008-06,1.4619140625,35.2734375,48.0703125,1.6328125,64.6015625,0.2255859375,119.1015625,-0.68,0.329,3.0,0.1,151.483,-30.633
11718,Uralla,2008-07,1.4990234375,36.9609375,50.8359375,0.734375,32.1015625,0.2021484375,116.90625,-0.3,0.343,0.23,0.3,151.483,-30.633
11719,Uralla,2008-08,1.4765625,40.8046875,66.5859375,0.7421875,30.296875,0.169921875,127.0,-0.13,0.237,0.6,0.2,151.483,-30.633
11720,Uralla,2008-09,1.404296875,57.71875,104.4140625,1.28125,48.1015625,0.1728515625,110.5,-0.25,0.192,0.46,0.45,151.483,-30.633
11721,Uralla,2008-10,1.423828125,74.03125,144.6171875,1.5546875,59.3984375,0.1337890625,137.796875,-0.35,0.188,2.21,0.0,151.483,-30.633
11722,Uralla,2008-11,1.3623046875,74.125,138.90625,3.2734375,139.6015625,0.1748046875,247.1015625,-0.46,-0.005,1.03,0.3,151.483,-30.633
11723,Uralla,2008-12,1.42578125,120.6015625,174.9375,2.5,78.8984375,0.2373046875,277.8984375,-0.86,0.016,1.01,0.15,151.483,-30.633
11724,Uralla,2009-01,1.4169921875,68.2265625,191.296875,1.1015625,42.3984375,0.0859375,260.8984375,-0.89,0.097,2.02,0.05,151.483,-30.633
11725,Uralla,2009-02,1.2705078125,54.421875,144.1640625,3.34375,123.6015625,0.2001953125,244.8984375,-0.79,0.243,0.94,0.0,151.483,-30.633
11726,Uralla,2009-03,1.4375,90.25,138.0234375,0.9296875,39.3984375,0.2099609375,205.3984375,-0.69,0.2,0.5,0.0,151.483,-30.633
11727,Uralla,2009-04,1.3759765625,49.953125,87.6953125,1.140625,48.3984375,0.130859375,211.3984375,-0.35,0.201,-0.43,0.25,151.483,-30.633
11728,Uralla,2009-05,1.400390625,30.515625,64.1015625,0.953125,41.703125,0.095703125,129.5,0.06,0.336,-0.14,1.0,151.483,-30.633
11729,Uralla,2009-06,1.341796875,32.8125,45.1953125,1.3359375,58.8984375,0.189453125,149.0,0.31,0.214,0.54,0.85,151.483,-30.633
11730,Uralla,2009-07,1.38671875,34.8828125,50.671875,0.9453125,36.8984375,0.2392578125,137.5,0.48,-0.095,-0.13,0.65,151.483,-30.633
11731,Uralla,2009-08,1.3798828125,47.1953125,81.7265625,0.40625,22.703125,0.1572265625,118.5,0.56,0.008,-2.44,0.8,151.483,-30.633
11732,Uralla,2009-09,1.3125,50.3125,107.859375,1.0390625,35.203125,0.1162109375,94.8046875,0.68,0.003,-0.78,0.9,151.483,-30.633
11733,Uralla,2009-10,1.33203125,47.0078125,141.09375,1.015625,48.3984375,0.072265625,106.3046875,0.89,0.147,1.47,0.85,151.483,-30.633
11734,Uralla,2009-11,1.271484375,63.53125,186.2109375,1.5,55.296875,0.0966796875,138.8984375,1.46,0.056,-1.2,0.7,151.483,-30.633
11735,Uralla,2009-12,1.2978515625,50.671875,185.1171875,4.5703125,174.703125,0.1298828125,278.3984375,1.74,0.23,1.09,0.55,151.483,-30.633
11736,Uralla,2010-01,1.423828125,120.828125,191.1875,3.7265625,105.0,0.505859375,335.0,1.52,0.359,-0.4,0.75,151.483,-30.633
11737,Uralla,2010-02,1.359375,85.453125,139.6171875,0.9296875,33.703125,0.32421875,313.40625,1.25,0.103,-2.12,0.85,151.483,-30.633
11738,Uralla,2010-03,1.4892578125,54.4375,130.671875,0.546875,32.3984375,0.1728515625,171.1015625,0.9,0.558,0.04,0.75,151.483,-30.633
11739,Uralla,2010-04,1.412109375,41.578125,95.515625,0.6171875,24.8984375,0.115234375,91.0,0.38,0.445,0.08,0.75,151.483,-30.633
11740,Uralla,2010-05,1.431640625,27.9765625,63.3984375,1.203125,72.6015625,0.103515625,129.8984375,-0.22,0.05,1.51,0.25,151.483,-30.633
11741,Uralla,2010-06,1.3955078125,29.0859375,47.296875,1.2109375,43.8984375,0.3037109375,141.3984375,-0.69,-0.026,3.14,0.2,151.483,-30.633
11742,Uralla,2010-07,1.486328125,37.046875,48.203125,2.15625,129.3984375,0.3857421875,245.8984375,-1.07,0.096,3.37,0.3,151.483,-30.633
11743,Uralla,2010-08,1.6640625,46.234375,65.5390625,3.0390625,91.703125,0.634765625,265.0,-1.39,0.051,1.24,0.25,151.483,-30.633
11744,Uralla,2010-09,1.91015625,69.7421875,92.671875,2.015625,74.203125,0.66015625,295.3046875,-1.6,-0.162,-0.33,0.1,151.483,-30.633
11745,Uralla,2010-10,2.1796875,86.265625,117.3671875,1.7890625,67.203125,0.5390625,233.109375,-1.69,-0.277,3.19,0.0,151.483,-30.633
11746,Uralla,2010-11,2.1630859375,102.4296875,133.234375,15.0234375,138.3984375,0.5302734375,279.8046875,-1.64,-0.372,3.88,0.05,151.483,-30.633
11747,Uralla,2010-12,2.3408203125,115.5234375,143.3359375,16.1953125,132.3984375,0.5859375,338.0,-1.6,-0.142,0.25,0.05,151.483,-30.633
11748,Uralla,2011-01,2.3388671875,121.21875,182.609375,2.9296875,88.1015625,0.4755859375,358.8984375,-1.54,0.257,0.48,0.0,151.483,-30.633
11749,Uralla,2011-02,2.0361328125,85.1015625,143.8515625,2.84375,86.8984375,0.4306640625,307.3984375,-1.11,0.322,0.87,0.0,151.483,-30.633
11750,Uralla,2011-03,2.259765625,85.1796875,116.046875,4.1171875,90.3984375,0.4853515625,265.3984375,-0.93,0.467,-0.79,0.05,151.483,-30.633
11751,Uralla,2011-04,2.1787109375,61.390625,92.2421875,1.96875,67.8984375,0.400390625,245.1953125,-0.77,0.229,1.62,0.0,151.483,-30.633
11752,Uralla,2011-05,2.2431640625,38.3125,62.234375,1.765625,65.6015625,0.34765625,223.8984375,-0.52,-0.01,1.37,0.05,151.483,-30.633
11753,Uralla,2011-06,2.23046875,31.9609375,46.3515625,1.9765625,51.8984375,0.4794921875,185.3984375,-0.38,0.169,0.72,0.25,151.483,-30.633
11754,Uralla,2011-07,2.41015625,35.4296875,50.265625,0.3515625,6.6015625,0.3994140625,124.1015625,-0.43,0.319,-1.52,0.2,151.483,-30.633
11755,Uralla,2011-08,2.4052734375,54.5234375,69.7890625,1.953125,68.0,0.34375,126.5,-0.65,0.457,-0.73,0.0,151.483,-30.633
11756,Uralla,2011-09,2.2763671875,58.953125,101.3125,2.0859375,78.5,0.34375,153.1015625,-0.8,0.308,-1.79,0.05,151.483,-30.633
11757,Uralla,2011-10,2.3017578125,84.90625,122.140625,3.421875,80.5,0.443359375,227.0,-1.05,0.516,0.59,0.1,151.483,-30.633
11758,Uralla,2011-11,2.12890625,97.6484375,149.8671875,39.921875,203.8984375,0.4697265625,362.8984375,-1.19,0.459,-1.41,0.0,151.483,-30.633
11759,Uralla,2011-12,2.380859375,110.1796875,150.4296875,15.5390625,89.203125,0.681640625,373.6015625,-1.06,-0.059,3.43,0.05,151.483,-30.633
11760,Uralla,2012-01,2.3994140625,117.0859375,164.546875,1.984375,60.703125,0.4150390625,353.8046875,-0.87,0.111,3.08,0.0,151.483,-30.633
11761,Uralla,2012-02,2.2158203125,112.2890625,137.015625,5.6171875,143.6015625,0.53125,293.5078125,-0.67,0.002,-1.53,0.1,151.483,-30.633
11762,Uralla,2012-03,2.3427734375,79.8125,124.3828125,1.328125,32.3984375,0.3857421875,236.703125,-0.61,0.126,0.48,0.0,151.483,-30.633
11763,Uralla,2012-04,2.1875,46.6875,90.5,2.1796875,62.203125,0.30078125,238.203125,-0.5,-0.196,2.18,0.0,151.483,-30.633
11764,Uralla,2012-05,2.216796875,47.1484375,64.078125,0.8515625,18.5,0.2919921875,113.1015625,-0.32,-0.29,0.47,0.25,151.483,-30.633
11765,Uralla,2012-06,2.115234375,35.1953125,46.3125,1.84375,46.703125,0.3095703125,127.40625,0.02,0.115,1.46,0.15,151.483,-30.633
11766,Uralla,2012-07,2.1826171875,38.6484375,49.5234375,4.0625,92.1015625,0.3916015625,157.3046875,0.25,0.643,3.18,0.25,151.483,-30.633
11767,Uralla,2012-08,2.2197265625,54.03125,77.109375,0.8203125,17.203125,0.3564453125,156.0078125,0.47,0.764,1.34,0.6,151.483,-30.633
11768,Uralla,2012-09,2.0830078125,52.21875,111.5546875,0.9765625,26.0,0.2451171875,135.3046875,0.38,0.559,0.09,0.7,151.483,-30.633
11769,Uralla,2012-10,2.041015625,66.4453125,152.3203125,1.28125,32.5,0.1923828125,75.703125,0.26,0.27,0.83,0.65,151.483,-30.633
11770,Uralla,2012-11,1.8857421875,75.1328125,170.03125,1.8828125,44.6015625,0.130859375,103.1015625,0.16,0.024,-0.84,0.95,151.483,-30.633
11771,Uralla,2012-12,1.8994140625,76.1171875,198.3359375,2.6953125,75.5,0.125,152.6015625,-0.25,0.337,-0.9,0.3,151.483,-30.633
11772,Uralla,2013-01,1.87109375,70.0546875,199.546875,3.5703125,116.0,0.1318359375,236.1015625,-0.53,0.001,0.71,0.25,151.483,-30.633
11773,Uralla,2013-02,1.712890625,88.03125,140.09375,3.0625,83.3984375,0.2861328125,274.8984375,-0.52,0.269,2.84,0.0,151.483,-30.633
11774,Uralla,2013-03,1.9208984375,86.0390625,124.3515625,1.59375,42.0,0.2421875,241.3984375,-0.25,0.183,2.31,0.05,151.483,-30.633
11775,Uralla,2013-04,1.828125,32.6640625,94.8984375,0.265625,6.8984375,0.0458984375,132.296875,-0.25,-0.222,-0.07,0.45,151.483,-30.633
11776,Uralla,2013-05,1.84765625,10.1953125,66.1640625,0.328125,10.5,0.015625,59.3984375,-0.4,-0.426,0.88,0.25,151.483,-30.633
11777,Uralla,2013-06,1.755859375,25.28125,43.28125,2.1171875,79.5,0.1337890625,96.8984375,-0.42,-0.383,0.23,0.3,151.483,-30.633
11778,Uralla,2013-07,1.802734375,36.53125,52.3515625,1.265625,26.3984375,0.197265625,116.3984375,-0.39,-0.083,1.17,0.15,151.483,-30.633
11779,Uralla,2013-08,1.779296875,39.1328125,76.625,0.4296875,12.796875,0.1162109375,118.6953125,-0.38,-0.082,-3.25,0.2,151.483,-30.633
11780,Uralla,2013-09,1.6865234375,37.4921875,120.484375,0.8984375,25.296875,0.0595703125,64.4921875,-0.18,-0.204,-2.72,0.45,151.483,-30.633
11781,Uralla,2013-10,1.7080078125,28.875,162.7421875,0.640625,22.296875,0.033203125,60.390625,-0.2,-0.009,-1.39,0.85,151.483,-30.633
11782,Uralla,2013-11,1.623046875,41.8984375,166.90625,2.5703125,113.6015625,0.1142578125,161.1953125,-0.14,0.323,1.07,0.35,151.483,-30.633
