Year,Month,Year_Month,Location,Longitude,Latitude,P_acc_3M,,,,,,,
2018,6,2018-06,Goulburn,149.6186,-34.7547,63.6953125,,,,,,,
2018,7,2018-07,Goulburn,149.6186,-34.7547,55.796875,,,,,,,
2018,8,2018-08,Goulburn,149.6186,-34.7547,70.796875,,,,,,,
2018,9,2018-09,Goulburn,149.6186,-34.7547,66.796875,,,,,,,
2018,10,2018-10,Goulburn,149.6186,-34.7547,96.09375,,,,,,,
2018,11,2018-11,Goulburn,149.6186,-34.7547,136.296875,,,,,,,
2018,12,2018-12,Goulburn,149.6186,-34.7547,182.6015625,,,,,,,
2019,1,2019-01,Goulburn,149.6186,-34.7547,211.703125,,,,,,,
2019,2,2019-02,Goulburn,149.6186,-34.7547,179.203125,,,,,,,
2019,3,2019-03,Goulburn,149.6186,-34.7547,211.1015625,,,,,,,
2019,4,2019-04,Goulburn,149.6186,-34.7547,146.8984375,,,,,,,
2019,5,2019-05,Goulburn,149.6186,-34.7547,127.296875,,,,,,,
2019,6,2019-06,Goulburn,149.6186,-34.7547,85.59375,,,,,,,
2019,7,2019-07,Goulburn,149.6186,-34.7547,99.796875,,,,,,,
2019,8,2019-08,Goulburn,149.6186,-34.7547,101.6953125,,,,,,,
2019,9,2019-09,Goulburn,149.6186,-34.7547,84.1015625,,,,,,,
2019,10,2019-10,Goulburn,149.6186,-34.7547,82.8046875,,,,,,,
2019,11,2019-11,Goulburn,149.6186,-34.7547,72.203125,,,,,,,
2019,12,2019-12,Goulburn,149.6186,-34.7547,32.796875,,,,,,,
2020,1,2020-01,Goulburn,149.6186,-34.7547,37.390625,,,,,,,
2020,2,2020-02,Goulburn,149.6186,-34.7547,180.296875,,,,,,,
2020,3,2020-03,Goulburn,149.6186,-34.7547,237.5,,,,,,,
2020,4,2020-04,Goulburn,149.6186,-34.7547,297.703125,,,,,,,
2020,5,2020-05,Goulburn,149.6186,-34.7547,186.203125,,,,,,,
2020,6,2020-06,Goulburn,149.6186,-34.7547,148.1015625,,,,,,,
2020,7,2020-07,Goulburn,149.6186,-34.7547,111.5,,,,,,,
2020,8,2020-08,Goulburn,149.6186,-34.7547,243.59375,,,,,,,
2020,9,2020-09,Goulburn,149.6186,-34.7547,271.9921875,,,,,,,
2020,10,2020-10,Goulburn,149.6186,-34.7547,326.796875,,,,,,,
2020,11,2020-11,Goulburn,149.6186,-34.7547,226,,,,,,,
2020,12,2020-12,Goulburn,149.6186,-34.7547,217.8046875,,,,,,,
2021,1,2021-01,Goulburn,149.6186,-34.7547,186,,,,,,,
2021,2,2021-02,Goulburn,149.6186,-34.7547,194.3984375,,,,,,,
2021,3,2021-03,Goulburn,149.6186,-34.7547,333.59375,,,,,,,
2021,4,2021-04,Goulburn,149.6186,-34.7547,269.09375,,,,,,,
2021,5,2021-05,Goulburn,149.6186,-34.7547,241.1953125,,,,,,,
2021,6,2021-06,Goulburn,149.6186,-34.7547,134.6015625,,,,,,,
2021,7,2021-07,Goulburn,149.6186,-34.7547,197.203125,,,,,,,
2021,8,2021-08,Goulburn,149.6186,-34.7547,212.203125,,,,,,,
2021,9,2021-09,Goulburn,149.6186,-34.7547,182.296875,,,,,,,
2021,10,2021-10,Goulburn,149.6186,-34.7547,164.5,,,,,,,
2021,11,2021-11,Goulburn,149.6186,-34.7547,289,,,,,,,
2021,12,2021-12,Goulburn,149.6186,-34.7547,363.3046875,,,,,,,
2000,1,2000-01,Port Macquarie,152.9063,-31.4307,388.1953125,,,,,,,
2000,2,2000-02,Port Macquarie,152.9063,-31.4307,316.09375,,,,,,,
2000,3,2000-03,Port Macquarie,152.9063,-31.4307,451.796875,,,,,,,
2000,4,2000-04,Port Macquarie,152.9063,-31.4307,421.6015625,,,,,,,
2000,5,2000-05,Port Macquarie,152.9063,-31.4307,429.203125,,,,,,,
2000,6,2000-06,Port Macquarie,152.9063,-31.4307,203.203125,,,,,,,
2000,7,2000-07,Port Macquarie,152.9063,-31.4307,177.3984375,,,,,,,
2000,8,2000-08,Port Macquarie,152.9063,-31.4307,149.1015625,,,,,,,
2000,9,2000-09,Port Macquarie,152.9063,-31.4307,115.5,,,,,,,
2000,10,2000-10,Port Macquarie,152.9063,-31.4307,122.5,,,,,,,
2000,11,2000-11,Port Macquarie,152.9063,-31.4307,219.296875,,,,,,,
2000,12,2000-12,Port Macquarie,152.9063,-31.4307,320,,,,,,,
2001,1,2001-01,Port Macquarie,152.9063,-31.4307,359,,,,,,,
2001,2,2001-02,Port Macquarie,152.9063,-31.4307,511.203125,,,,,,,
2001,3,2001-03,Port Macquarie,152.9063,-31.4307,740.1015625,,,,,,,
2001,4,2001-04,Port Macquarie,152.9063,-31.4307,702.703125,,,,,,,
2001,5,2001-05,Port Macquarie,152.9063,-31.4307,646.3046875,,,,,,,
2001,6,2001-06,Port Macquarie,152.9063,-31.4307,314.6015625,,,,,,,
2001,7,2001-07,Port Macquarie,152.9063,-31.4307,269.203125,,,,,,,
2001,8,2001-08,Port Macquarie,152.9063,-31.4307,60.203125,,,,,,,
2001,9,2001-09,Port Macquarie,152.9063,-31.4307,77.1015625,,,,,,,
2001,10,2001-10,Port Macquarie,152.9063,-31.4307,58.8984375,,,,,,,
2001,11,2001-11,Port Macquarie,152.9063,-31.4307,129.09375,,,,,,,
2001,12,2001-12,Port Macquarie,152.9063,-31.4307,149.796875,,,,,,,
2002,1,2002-01,Port Macquarie,152.9063,-31.4307,158.6015625,,,,,,,
2002,2,2002-02,Port Macquarie,152.9063,-31.4307,400.5,,,,,,,
2002,3,2002-03,Port Macquarie,152.9063,-31.4307,551.6015625,,,,,,,
2002,4,2002-04,Port Macquarie,152.9063,-31.4307,630.8984375,,,,,,,
2002,5,2002-05,Port Macquarie,152.9063,-31.4307,379.203125,,,,,,,
2002,6,2002-06,Port Macquarie,152.9063,-31.4307,246,,,,,,,
2002,7,2002-07,Port Macquarie,152.9063,-31.4307,142.1015625,,,,,,,
2002,8,2002-08,Port Macquarie,152.9063,-31.4307,105.6015625,,,,,,,
2002,9,2002-09,Port Macquarie,152.9063,-31.4307,63.5,,,,,,,
2002,10,2002-10,Port Macquarie,152.9063,-31.4307,102.8984375,,,,,,,
2002,11,2002-11,Port Macquarie,152.9063,-31.4307,106.59375,,,,,,,
2002,12,2002-12,Port Macquarie,152.9063,-31.4307,217.6953125,,,,,,,
2003,1,2003-01,Port Macquarie,152.9063,-31.4307,207.796875,,,,,,,
2003,2,2003-02,Port Macquarie,152.9063,-31.4307,358.203125,,,,,,,
2003,3,2003-03,Port Macquarie,152.9063,-31.4307,449.40625,,,,,,,
2003,4,2003-04,Port Macquarie,152.9063,-31.4307,534.40625,,,,,,,
2003,5,2003-05,Port Macquarie,152.9063,-31.4307,597.703125,,,,,,,
2003,6,2003-06,Port Macquarie,152.9063,-31.4307,433.1015625,,,,,,,
2003,7,2003-07,Port Macquarie,152.9063,-31.4307,329.796875,,,,,,,
2003,8,2003-08,Port Macquarie,152.9063,-31.4307,94.5,,,,,,,
2003,9,2003-09,Port Macquarie,152.9063,-31.4307,40.203125,,,,,,,
2003,10,2003-10,Port Macquarie,152.9063,-31.4307,79.8046875,,,,,,,
2003,11,2003-11,Port Macquarie,152.9063,-31.4307,141.3984375,,,,,,,
2003,12,2003-12,Port Macquarie,152.9063,-31.4307,243.9921875,,,,,,,
2004,1,2004-01,Port Macquarie,152.9063,-31.4307,287.796875,,,,,,,
2004,2,2004-02,Port Macquarie,152.9063,-31.4307,427.3984375,,,,,,,
2004,3,2004-03,Port Macquarie,152.9063,-31.4307,549.3984375,,,,,,,
2004,4,2004-04,Port Macquarie,152.9063,-31.4307,498.1953125,,,,,,,
2004,5,2004-05,Port Macquarie,152.9063,-31.4307,275.8984375,,,,,,,
2004,6,2004-06,Port Macquarie,152.9063,-31.4307,65,,,,,,,
2004,7,2004-07,Port Macquarie,152.9063,-31.4307,74.8984375,,,,,,,
2004,8,2004-08,Port Macquarie,152.9063,-31.4307,115.6953125,,,,,,,
2004,9,2004-09,Port Macquarie,152.9063,-31.4307,141,,,,,,,
2004,10,2004-10,Port Macquarie,152.9063,-31.4307,392.5,,,,,,,
2004,11,2004-11,Port Macquarie,152.9063,-31.4307,475.1015625,,,,,,,
2004,12,2004-12,Port Macquarie,152.9063,-31.4307,507,,,,,,,
2005,1,2005-01,Port Macquarie,152.9063,-31.4307,417.1015625,,,,,,,
2005,2,2005-02,Port Macquarie,152.9063,-31.4307,348.5,,,,,,,
2005,3,2005-03,Port Macquarie,152.9063,-31.4307,355.1953125,,,,,,,
2005,4,2005-04,Port Macquarie,152.9063,-31.4307,239.3984375,,,,,,,
2005,5,2005-05,Port Macquarie,152.9063,-31.4307,403.8984375,,,,,,,
2005,6,2005-06,Port Macquarie,152.9063,-31.4307,511.1015625,,,,,,,
2005,7,2005-07,Port Macquarie,152.9063,-31.4307,465.296875,,,,,,,
2005,8,2005-08,Port Macquarie,152.9063,-31.4307,246.3984375,,,,,,,
2005,9,2005-09,Port Macquarie,152.9063,-31.4307,118.5,,,,,,,
2005,10,2005-10,Port Macquarie,152.9063,-31.4307,208,,,,,,,
2005,11,2005-11,Port Macquarie,152.9063,-31.4307,280.6015625,,,,,,,
2005,12,2005-12,Port Macquarie,152.9063,-31.4307,291.1015625,,,,,,,
2006,1,2006-01,Port Macquarie,152.9063,-31.4307,350.703125,,,,,,,
2006,2,2006-02,Port Macquarie,152.9063,-31.4307,385.3984375,,,,,,,
2006,3,2006-03,Port Macquarie,152.9063,-31.4307,397.59375,,,,,,,
2006,4,2006-04,Port Macquarie,152.9063,-31.4307,204.1953125,,,,,,,
2006,5,2006-05,Port Macquarie,152.9063,-31.4307,99.6953125,,,,,,,
2006,6,2006-06,Port Macquarie,152.9063,-31.4307,130.1953125,,,,,,,
2006,7,2006-07,Port Macquarie,152.9063,-31.4307,307.9921875,,,,,,,
2006,8,2006-08,Port Macquarie,152.9063,-31.4307,449.09375,,,,,,,
2006,9,2006-09,Port Macquarie,152.9063,-31.4307,427.1953125,,,,,,,
2006,10,2006-10,Port Macquarie,152.9063,-31.4307,285.3984375,,,,,,,
2006,11,2006-11,Port Macquarie,152.9063,-31.4307,270.5,,,,,,,
2006,12,2006-12,Port Macquarie,152.9063,-31.4307,244.203125,,,,,,,
2007,1,2007-01,Port Macquarie,152.9063,-31.4307,237.5,,,,,,,
2007,2,2007-02,Port Macquarie,152.9063,-31.4307,282.6015625,,,,,,,
2007,3,2007-03,Port Macquarie,152.9063,-31.4307,349.3984375,,,,,,,
2007,4,2007-04,Port Macquarie,152.9063,-31.4307,387.796875,,,,,,,
2007,5,2007-05,Port Macquarie,152.9063,-31.4307,227.6953125,,,,,,,
2007,6,2007-06,Port Macquarie,152.9063,-31.4307,229.09375,,,,,,,
2007,7,2007-07,Port Macquarie,152.9063,-31.4307,201.6953125,,,,,,,
2007,8,2007-08,Port Macquarie,152.9063,-31.4307,391.8984375,,,,,,,
2007,9,2007-09,Port Macquarie,152.9063,-31.4307,316.703125,,,,,,,
2007,10,2007-10,Port Macquarie,152.9063,-31.4307,336.1015625,,,,,,,
2007,11,2007-11,Port Macquarie,152.9063,-31.4307,387.796875,,,,,,,
2007,12,2007-12,Port Macquarie,152.9063,-31.4307,502.09375,,,,,,,
2008,1,2008-01,Port Macquarie,152.9063,-31.4307,551.59375,,,,,,,
2008,2,2008-02,Port Macquarie,152.9063,-31.4307,510.09375,,,,,,,
2008,3,2008-03,Port Macquarie,152.9063,-31.4307,394.796875,,,,,,,
2008,4,2008-04,Port Macquarie,152.9063,-31.4307,638.1015625,,,,,,,
2008,5,2008-05,Port Macquarie,152.9063,-31.4307,439.90625,,,,,,,
2008,6,2008-06,Port Macquarie,152.9063,-31.4307,510.90625,,,,,,,
2008,7,2008-07,Port Macquarie,152.9063,-31.4307,210.703125,,,,,,,
2008,8,2008-08,Port Macquarie,152.9063,-31.4307,201.296875,,,,,,,
2008,9,2008-09,Port Macquarie,152.9063,-31.4307,226.796875,,,,,,,
2008,10,2008-10,Port Macquarie,152.9063,-31.4307,223.796875,,,,,,,
2008,11,2008-11,Port Macquarie,152.9063,-31.4307,318.3984375,,,,,,,
2008,12,2008-12,Port Macquarie,152.9063,-31.4307,264.8984375,,,,,,,
2009,1,2009-01,Port Macquarie,152.9063,-31.4307,230.203125,,,,,,,
2009,2,2009-02,Port Macquarie,152.9063,-31.4307,658.1015625,,,,,,,
2009,3,2009-03,Port Macquarie,152.9063,-31.4307,730.5,,,,,,,
2009,4,2009-04,Port Macquarie,152.9063,-31.4307,1055.09375,,,,,,,
2009,5,2009-05,Port Macquarie,152.9063,-31.4307,729.59375,,,,,,,
2009,6,2009-06,Port Macquarie,152.9063,-31.4307,869.796875,,,,,,,
2009,7,2009-07,Port Macquarie,152.9063,-31.4307,584.796875,,,,,,,
2009,8,2009-08,Port Macquarie,152.9063,-31.4307,378.8984375,,,,,,,
2009,9,2009-09,Port Macquarie,152.9063,-31.4307,78.8984375,,,,,,,
2009,10,2009-10,Port Macquarie,152.9063,-31.4307,81,,,,,,,
2009,11,2009-11,Port Macquarie,152.9063,-31.4307,271.8046875,,,,,,,
2009,12,2009-12,Port Macquarie,152.9063,-31.4307,412.8046875,,,,,,,
2010,1,2010-01,Port Macquarie,152.9063,-31.4307,413.40625,,,,,,,
2010,2,2010-02,Port Macquarie,152.9063,-31.4307,362.6015625,,,,,,,
2010,3,2010-03,Port Macquarie,152.9063,-31.4307,369.1953125,,,,,,,
2010,4,2010-04,Port Macquarie,152.9063,-31.4307,339.8984375,,,,,,,
2010,5,2010-05,Port Macquarie,152.9063,-31.4307,240.296875,,,,,,,
2010,6,2010-06,Port Macquarie,152.9063,-31.4307,267.8984375,,,,,,,
2010,7,2010-07,Port Macquarie,152.9063,-31.4307,280.8984375,,,,,,,
2010,8,2010-08,Port Macquarie,152.9063,-31.4307,267.3984375,,,,,,,
2010,9,2010-09,Port Macquarie,152.9063,-31.4307,120.6015625,,,,,,,
2010,10,2010-10,Port Macquarie,152.9063,-31.4307,248.8984375,,,,,,,
2010,11,2010-11,Port Macquarie,152.9063,-31.4307,385.6015625,,,,,,,
2010,12,2010-12,Port Macquarie,152.9063,-31.4307,443.1015625,,,,,,,
2011,1,2011-01,Port Macquarie,152.9063,-31.4307,373.1015625,,,,,,,
2011,2,2011-02,Port Macquarie,152.9063,-31.4307,275.3984375,,,,,,,
2011,3,2011-03,Port Macquarie,152.9063,-31.4307,360,,,,,,,
2011,4,2011-04,Port Macquarie,152.9063,-31.4307,481.6015625,,,,,,,
2011,5,2011-05,Port Macquarie,152.9063,-31.4307,481.1015625,,,,,,,
2011,6,2011-06,Port Macquarie,152.9063,-31.4307,678.5,,,,,,,
2011,7,2011-07,Port Macquarie,152.9063,-31.4307,541.3984375,,,,,,,
2011,8,2011-08,Port Macquarie,152.9063,-31.4307,591.6015625,,,,,,,
2011,9,2011-09,Port Macquarie,152.9063,-31.4307,306.203125,,,,,,,
2011,10,2011-10,Port Macquarie,152.9063,-31.4307,352.703125,,,,,,,
2011,11,2011-11,Port Macquarie,152.9063,-31.4307,472.3046875,,,,,,,
2011,12,2011-12,Port Macquarie,152.9063,-31.4307,504.1015625,,,,,,,
2012,1,2012-01,Port Macquarie,152.9063,-31.4307,554.3046875,,,,,,,
2012,2,2012-02,Port Macquarie,152.9063,-31.4307,629,,,,,,,
2012,3,2012-03,Port Macquarie,152.9063,-31.4307,621.703125,,,,,,,
2012,4,2012-04,Port Macquarie,152.9063,-31.4307,616.5,,,,,,,
2012,5,2012-05,Port Macquarie,152.9063,-31.4307,334.203125,,,,,,,
2012,6,2012-06,Port Macquarie,152.9063,-31.4307,457.6015625,,,,,,,
2012,7,2012-07,Port Macquarie,152.9063,-31.4307,327.5,,,,,,,
2012,8,2012-08,Port Macquarie,152.9063,-31.4307,331,,,,,,,
2012,9,2012-09,Port Macquarie,152.9063,-31.4307,104.1953125,,,,,,,
2012,10,2012-10,Port Macquarie,152.9063,-31.4307,64.6953125,,,,,,,
2012,11,2012-11,Port Macquarie,152.9063,-31.4307,100.296875,,,,,,,
2012,12,2012-12,Port Macquarie,152.9063,-31.4307,151.703125,,,,,,,
2013,1,2013-01,Port Macquarie,152.9063,-31.4307,496.8046875,,,,,,,
2013,2,2013-02,Port Macquarie,152.9063,-31.4307,851,,,,,,,
2013,3,2013-03,Port Macquarie,152.9063,-31.4307,994,,,,,,,
2013,4,2013-04,Port Macquarie,152.9063,-31.4307,752.8984375,,,,,,,
2013,5,2013-05,Port Macquarie,152.9063,-31.4307,530.3984375,,,,,,,
2013,6,2013-06,Port Macquarie,152.9063,-31.4307,406.4921875,,,,,,,
2013,7,2013-07,Port Macquarie,152.9063,-31.4307,314.4921875,,,,,,,
2013,8,2013-08,Port Macquarie,152.9063,-31.4307,124.09375,,,,,,,
2013,9,2013-09,Port Macquarie,152.9063,-31.4307,55.296875,,,,,,,
2013,10,2013-10,Port Macquarie,152.9063,-31.4307,78.3984375,,,,,,,
2013,11,2013-11,Port Macquarie,152.9063,-31.4307,285.203125,,,,,,,
2013,12,2013-12,Port Macquarie,152.9063,-31.4307,293.5,,,,,,,
2014,1,2014-01,Port Macquarie,152.9063,-31.4307,281.796875,,,,,,,
2014,2,2014-02,Port Macquarie,152.9063,-31.4307,163.890625,,,,,,,
2014,3,2014-03,Port Macquarie,152.9063,-31.4307,365.390625,,,,,,,
2014,4,2014-04,Port Macquarie,152.9063,-31.4307,386.6953125,,,,,,,
2014,5,2014-05,Port Macquarie,152.9063,-31.4307,313,,,,,,,
2014,6,2014-06,Port Macquarie,152.9063,-31.4307,109.703125,,,,,,,
2014,7,2014-07,Port Macquarie,152.9063,-31.4307,73.6015625,,,,,,,
2014,8,2014-08,Port Macquarie,152.9063,-31.4307,208.5,,,,,,,
2014,9,2014-09,Port Macquarie,152.9063,-31.4307,222,,,,,,,
2014,10,2014-10,Port Macquarie,152.9063,-31.4307,233.796875,,,,,,,
2014,11,2014-11,Port Macquarie,152.9063,-31.4307,127.6953125,,,,,,,
2014,12,2014-12,Port Macquarie,152.9063,-31.4307,266.1953125,,,,,,,
2015,1,2015-01,Port Macquarie,152.9063,-31.4307,527,,,,,,,
2015,2,2015-02,Port Macquarie,152.9063,-31.4307,647.703125,,,,,,,
2015,3,2015-03,Port Macquarie,152.9063,-31.4307,661.3046875,,,,,,,
2015,4,2015-04,Port Macquarie,152.9063,-31.4307,440.703125,,,,,,,
2015,5,2015-05,Port Macquarie,152.9063,-31.4307,517.8046875,,,,,,,
2015,6,2015-06,Port Macquarie,152.9063,-31.4307,362,,,,,,,
2015,7,2015-07,Port Macquarie,152.9063,-31.4307,292.8984375,,,,,,,
2015,8,2015-08,Port Macquarie,152.9063,-31.4307,68.1953125,,,,,,,
2015,9,2015-09,Port Macquarie,152.9063,-31.4307,148.8984375,,,,,,,
2015,10,2015-10,Port Macquarie,152.9063,-31.4307,230.296875,,,,,,,
2015,11,2015-11,Port Macquarie,152.9063,-31.4307,378.6953125,,,,,,,
2015,12,2015-12,Port Macquarie,152.9063,-31.4307,444.9921875,,,,,,,
2016,1,2016-01,Port Macquarie,152.9063,-31.4307,521.09375,,,,,,,
2016,2,2016-02,Port Macquarie,152.9063,-31.4307,499.296875,,,,,,,
2016,3,2016-03,Port Macquarie,152.9063,-31.4307,358.6015625,,,,,,,
2016,4,2016-04,Port Macquarie,152.9063,-31.4307,298.203125,,,,,,,
2016,5,2016-05,Port Macquarie,152.9063,-31.4307,151.3984375,,,,,,,
2016,6,2016-06,Port Macquarie,152.9063,-31.4307,312,,,,,,,
2016,7,2016-07,Port Macquarie,152.9063,-31.4307,223.8984375,,,,,,,
2016,8,2016-08,Port Macquarie,152.9063,-31.4307,387.1015625,,,,,,,
2016,9,2016-09,Port Macquarie,152.9063,-31.4307,211.296875,,,,,,,
2016,10,2016-10,Port Macquarie,152.9063,-31.4307,269.5,,,,,,,
2016,11,2016-11,Port Macquarie,152.9063,-31.4307,133.6015625,,,,,,,
2016,12,2016-12,Port Macquarie,152.9063,-31.4307,143.8046875,,,,,,,
2017,1,2017-01,Port Macquarie,152.9063,-31.4307,138.8046875,,,,,,,
2017,2,2017-02,Port Macquarie,152.9063,-31.4307,207.40625,,,,,,,
2017,3,2017-03,Port Macquarie,152.9063,-31.4307,701.8046875,,,,,,,
2017,4,2017-04,Port Macquarie,152.9063,-31.4307,690.8046875,,,,,,,
2017,5,2017-05,Port Macquarie,152.9063,-31.4307,651.8046875,,,,,,,
2017,6,2017-06,Port Macquarie,152.9063,-31.4307,316.703125,,,,,,,
2017,7,2017-07,Port Macquarie,152.9063,-31.4307,267.203125,,,,,,,
2017,8,2017-08,Port Macquarie,152.9063,-31.4307,210.703125,,,,,,,
2017,9,2017-09,Port Macquarie,152.9063,-31.4307,22.6015625,,,,,,,
2017,10,2017-10,Port Macquarie,152.9063,-31.4307,118.203125,,,,,,,
2017,11,2017-11,Port Macquarie,152.9063,-31.4307,187.8984375,,,,,,,
2017,12,2017-12,Port Macquarie,152.9063,-31.4307,328.6015625,,,,,,,
2018,1,2018-01,Port Macquarie,152.9063,-31.4307,278.8984375,,,,,,,
2018,2,2018-02,Port Macquarie,152.9063,-31.4307,277.6015625,,,,,,,
2018,3,2018-03,Port Macquarie,152.9063,-31.4307,458.8046875,,,,,,,
2018,4,2018-04,Port Macquarie,152.9063,-31.4307,495.6015625,,,,,,,
2018,5,2018-05,Port Macquarie,152.9063,-31.4307,434.3984375,,,,,,,
2018,6,2018-06,Port Macquarie,152.9063,-31.4307,219.4921875,,,,,,,
2018,7,2018-07,Port Macquarie,152.9063,-31.4307,189.6953125,,,,,,,
2018,8,2018-08,Port Macquarie,152.9063,-31.4307,180.6953125,,,,,,,
2018,9,2018-09,Port Macquarie,152.9063,-31.4307,125.8984375,,,,,,,
2018,10,2018-10,Port Macquarie,152.9063,-31.4307,201.6953125,,,,,,,
2018,11,2018-11,Port Macquarie,152.9063,-31.4307,265.5,,,,,,,
2018,12,2018-12,Port Macquarie,152.9063,-31.4307,260.703125,,,,,,,
2019,1,2019-01,Port Macquarie,152.9063,-31.4307,131.703125,,,,,,,
2019,2,2019-02,Port Macquarie,152.9063,-31.4307,111.3984375,,,,,,,
2019,3,2019-03,Port Macquarie,152.9063,-31.4307,166.09375,,,,,,,
2019,4,2019-04,Port Macquarie,152.9063,-31.4307,203,,,,,,,
2019,5,2019-05,Port Macquarie,152.9063,-31.4307,175.6015625,,,,,,,
2019,6,2019-06,Port Macquarie,152.9063,-31.4307,149.203125,,,,,,,
2019,7,2019-07,Port Macquarie,152.9063,-31.4307,125.203125,,,,,,,
2019,8,2019-08,Port Macquarie,152.9063,-31.4307,107.5,,,,,,,
2019,9,2019-09,Port Macquarie,152.9063,-31.4307,59.296875,,,,,,,
2019,10,2019-10,Port Macquarie,152.9063,-31.4307,92.6953125,,,,,,,
2019,11,2019-11,Port Macquarie,152.9063,-31.4307,99.6015625,,,,,,,
2019,12,2019-12,Port Macquarie,152.9063,-31.4307,92.8046875,,,,,,,
2020,1,2020-01,Port Macquarie,152.9063,-31.4307,130.703125,,,,,,,
2020,2,2020-02,Port Macquarie,152.9063,-31.4307,563.796875,,,,,,,
2020,3,2020-03,Port Macquarie,152.9063,-31.4307,760.8984375,,,,,,,
2020,4,2020-04,Port Macquarie,152.9063,-31.4307,731.5,,,,,,,
2020,5,2020-05,Port Macquarie,152.9063,-31.4307,320.40625,,,,,,,
2020,6,2020-06,Port Macquarie,152.9063,-31.4307,209.3046875,,,,,,,
2020,7,2020-07,Port Macquarie,152.9063,-31.4307,224.3046875,,,,,,,
2020,8,2020-08,Port Macquarie,152.9063,-31.4307,221.3046875,,,,,,,
2020,9,2020-09,Port Macquarie,152.9063,-31.4307,153.6015625,,,,,,,
2020,10,2020-10,Port Macquarie,152.9063,-31.4307,168.796875,,,,,,,
2020,11,2020-11,Port Macquarie,152.9063,-31.4307,157.4921875,,,,,,,
2020,12,2020-12,Port Macquarie,152.9063,-31.4307,529.6953125,,,,,,,
2021,1,2021-01,Port Macquarie,152.9063,-31.4307,654.8984375,,,,,,,
2021,2,2021-02,Port Macquarie,152.9063,-31.4307,986.703125,,,,,,,
2021,3,2021-03,Port Macquarie,152.9063,-31.4307,1144.101563,,,,,,,
2021,4,2021-04,Port Macquarie,152.9063,-31.4307,1038.203125,,,,,,,
2021,5,2021-05,Port Macquarie,152.9063,-31.4307,758.296875,,,,,,,
2021,6,2021-06,Port Macquarie,152.9063,-31.4307,257.296875,,,,,,,
2021,7,2021-07,Port Macquarie,152.9063,-31.4307,173.796875,,,,,,,
2021,8,2021-08,Port Macquarie,152.9063,-31.4307,115.3984375,,,,,,,
2021,9,2021-09,Port Macquarie,152.9063,-31.4307,62.3984375,,,,,,,
2021,10,2021-10,Port Macquarie,152.9063,-31.4307,153.8984375,,,,,,,
2021,11,2021-11,Port Macquarie,152.9063,-31.4307,351.203125,,,,,,,
2021,12,2021-12,Port Macquarie,152.9063,-31.4307,481.90625,,,,,,,
2000,1,2000-01,Boggabilla,150.3587,-28.603,123.890625,,,,,,,
2000,2,2000-02,Boggabilla,150.3587,-28.603,157.09375,,,,,,,
2000,3,2000-03,Boggabilla,150.3587,-28.603,218.3984375,,,,,,,
2000,4,2000-04,Boggabilla,150.3587,-28.603,197.203125,,,,,,,
2000,5,2000-05,Boggabilla,150.3587,-28.603,152,,,,,,,
2000,6,2000-06,Boggabilla,150.3587,-28.603,66.1953125,,,,,,,
2000,7,2000-07,Boggabilla,150.3587,-28.603,64.6953125,,,,,,,
2000,8,2000-08,Boggabilla,150.3587,-28.603,49.1953125,,,,,,,
2000,9,2000-09,Boggabilla,150.3587,-28.603,35.6953125,,,,,,,
2000,10,2000-10,Boggabilla,150.3587,-28.603,63.390625,,,,,,,
2000,11,2000-11,Boggabilla,150.3587,-28.603,173.09375,,,,,,,
2000,12,2000-12,Boggabilla,150.3587,-28.603,198.796875,,,,,,,
2001,1,2001-01,Boggabilla,150.3587,-28.603,215.203125,,,,,,,
2001,2,2001-02,Boggabilla,150.3587,-28.603,182.40625,,,,,,,
2001,3,2001-03,Boggabilla,150.3587,-28.603,219.90625,,,,,,,
2001,4,2001-04,Boggabilla,150.3587,-28.603,190,,,,,,,
2001,5,2001-05,Boggabilla,150.3587,-28.603,136.3984375,,,,,,,
2001,6,2001-06,Boggabilla,150.3587,-28.603,98.6015625,,,,,,,
2001,7,2001-07,Boggabilla,150.3587,-28.603,151.90625,,,,,,,
2001,8,2001-08,Boggabilla,150.3587,-28.603,125.5078125,,,,,,,
2001,9,2001-09,Boggabilla,150.3587,-28.603,108.3046875,,,,,,,
2001,10,2001-10,Boggabilla,150.3587,-28.603,66.90625,,,,,,,
2001,11,2001-11,Boggabilla,150.3587,-28.603,138.6015625,,,,,,,
2001,12,2001-12,Boggabilla,150.3587,-28.603,166.6015625,,,,,,,
2002,1,2002-01,Boggabilla,150.3587,-28.603,147.296875,,,,,,,
2002,2,2002-02,Boggabilla,150.3587,-28.603,98.8984375,,,,,,,
2002,3,2002-03,Boggabilla,150.3587,-28.603,148.5,,,,,,,
2002,4,2002-04,Boggabilla,150.3587,-28.603,125.703125,,,,,,,
2002,5,2002-05,Boggabilla,150.3587,-28.603,95.3046875,,,,,,,
2002,6,2002-06,Boggabilla,150.3587,-28.603,20.6015625,,,,,,,
2002,7,2002-07,Boggabilla,150.3587,-28.603,43.1015625,,,,,,,
2002,8,2002-08,Boggabilla,150.3587,-28.603,87.3984375,,,,,,,
2002,9,2002-09,Boggabilla,150.3587,-28.603,81.8984375,,,,,,,
2002,10,2002-10,Boggabilla,150.3587,-28.603,70.59375,,,,,,,
2002,11,2002-11,Boggabilla,150.3587,-28.603,58.8984375,,,,,,,
